Animal_Type,Breed,Age,Gender,Weight,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Duration,Appetite_Loss,Vomiting,Diarrhea,Coughing,Labored_Breathing,Lameness,Skin_Lesions,Nasal_Discharge,Eye_Discharge,Body_Temperature,Heart_Rate,Disease_Prediction
Dog,Poodle,2.6,Male,46.4,Diarrhea,Appetite_Loss,Vomiting,Lethargy,2,Yes,Yes,Yes,No,No,No,No,No,No,40.4°C,138,Parvovirus
Dog,Poodle,5.1,Male,27.4,Weight_Loss,Itching,Skin_Lesions,Hair_Loss,1,No,No,No,No,No,No,Yes,No,No,38.7°C,94,Skin Infection
Dog,Poodle,2.0,Male,27.2,Appetite_Loss,Lameness,Lethargy,Fever,4,Yes,No,No,No,No,Yes,No,No,No,39.7°C,112,Lyme Disease
Cow,Angus,4.6,Female,445.5,Fever,Lethargy,Diarrhea,Weight_Loss,5,No,No,Yes,No,No,No,No,No,No,38.8°C,58,Bovine Coccidiosis
Dog,Mixed,7.6,Male,22.0,Appetite_Loss,Vomiting,Lethargy,Swollen_Udder,3,Yes,Yes,No,No,No,No,No,No,No,40.2°C,110,Canine Leptospirosis
Cow,Hereford,0.1,Male,702.3,Lameness,Drooling,Fever,Weight_Loss,1,No,No,No,No,No,Yes,No,No,No,40.2°C,75,Foot and Mouth Disease
Cow,Jersey,6.6,Female,692.6,Fever,Appetite_Loss,Nasal_Discharge,Diarrhea,1,Yes,No,Yes,No,No,No,No,Yes,No,40.1°C,73,Bovine Viral Diarrhea
Cow,Holstein,4.6,Male,400.2,Diarrhea,Vomiting,Dehydration,None,2,No,Yes,Yes,No,No,No,No,No,No,39.1°C,63,Gastrointestinal Infection
Dog,Labrador,4.2,Female,24.7,Skin_Lesions,Coughing,Nasal_Discharge,Eye_Discharge,7,No,No,No,Yes,No,No,Yes,Yes,Yes,38.8°C,120,Canine Distemper
Dog,Bulldog,0.1,Male,31.8,Itching,Dehydration,Diarrhea,Vomiting,1,No,Yes,Yes,No,No,No,No,No,No,39.7°C,122,Canine Parvovirus Variant
Dog,Poodle,8.7,Female,31.3,Pain,Lethargy,Swelling,Lameness,1,No,No,No,No,No,Yes,No,No,No,38.0°C,84,Arthritis
Cow,Hereford,5.0,Female,495.2,Lethargy,Swelling,Diarrhea,Weight_Loss,1,No,No,Yes,No,No,No,No,No,No,39.0°C,72,Bovine Coccidiosis
Dog,Bulldog,10.2,Female,44.2,Itching,Hair_Loss,Skin_Lesions,None,1,No,No,No,No,No,No,Yes,No,No,38.7°C,100,Skin Infection
Dog,Mixed,5.1,Male,27.4,Vomiting,Lethargy,Jaundice,Fever,12,No,Yes,No,No,No,No,No,No,No,39.7°C,104,Canine Leptospirosis
Cow,Hereford,4.8,Female,390.3,Diarrhea,Weight_Loss,Fever,Lethargy,10,No,No,Yes,No,No,No,No,No,No,39.3°C,61,Bovine Coccidiosis
Dog,Mixed,8.4,Female,42.7,Fever,Diarrhea,Vomiting,None,3,No,Yes,Yes,No,No,No,No,No,No,39.5°C,124,Salmonella Variant
Cow,Mixed,3.0,Male,587.4,Lethargy,Weight_Loss,Fever,Coughing,2,No,No,No,Yes,No,No,No,No,No,39.0°C,64,Bovine Tuberculosis
Dog,Bulldog,0.1,Female,42.3,Fever,Diarrhea,Vomiting,None,5,No,Yes,Yes,No,No,No,No,No,No,39.1°C,115,Salmonella Variant
Dog,Labrador,3.6,Male,34.6,Appetite_Loss,Fever,Jaundice,Vomiting,2,Yes,Yes,No,No,No,No,No,No,No,40.2°C,112,Canine Leptospirosis
Dog,Poodle,7.6,Male,20.9,Weight_Loss,Diarrhea,Vomiting,Lethargy,1,No,Yes,Yes,No,No,No,No,No,No,39.5°C,123,Parvovirus
Cow,Friesian,2.9,Female,404.0,Diarrhea,Dehydration,Vomiting,None,1,No,Yes,Yes,No,No,No,No,No,No,39.7°C,80,Gastrointestinal Infection
Cow,Friesian,5.7,Male,648.6,Nasal_Discharge,Coughing,Eye_Discharge,None,1,No,No,No,Yes,No,No,No,Yes,Yes,39.8°C,79,Respiratory Disease
Cow,Friesian,5.6,Female,438.0,Weight_Loss,Lethargy,Diarrhea,Appetite_Loss,4,Yes,No,Yes,No,No,No,No,No,No,37.3°C,90,Parasitic Infection
Cow,Hereford,0.1,Female,546.7,Coughing,Labored_Breathing,Nasal_Discharge,Fever,5,No,No,No,Yes,No,No,No,Yes,No,39.6°C,87,Bovine Respiratory Syncytial Virus
Cow,Mixed,4.4,Male,419.8,Decreased_Milk,Diarrhea,Lethargy,Weight_Loss,3,No,No,Yes,No,No,No,No,No,No,38.9°C,70,Johnes Disease
Cow,Holstein,2.5,Male,531.5,Weight_Loss,Fever,Swollen_Udder,Decreased_Milk,1,No,No,No,No,No,No,No,No,No,40.4°C,69,Mastitis Variant
Cow,Angus,5.8,Female,282.9,Eye_Discharge,Nasal_Discharge,Coughing,Fever,1,No,No,No,Yes,No,No,No,Yes,Yes,40.2°C,87,Bovine Respiratory Disease
Cow,Holstein,6.6,Female,465.0,Swollen_Udder,Decreased_Milk,Fever,None,5,No,No,No,No,No,No,No,No,No,39.1°C,82,Mastitis Variant
Dog,Mixed,0.6,Female,26.2,Coughing,Nasal_Discharge,Eye_Discharge,Skin_Lesions,2,No,No,No,Yes,No,No,Yes,Yes,Yes,39.8°C,120,Canine Distemper
Dog,Poodle,7.5,Male,50.4,Vomiting,Diarrhea,Fever,None,5,No,Yes,Yes,No,No,No,No,No,No,40.0°C,109,Salmonella Variant
Dog,German Shepherd,4.3,Male,30.1,Dehydration,Vomiting,Diarrhea,None,2,No,Yes,Yes,No,No,No,No,No,No,39.8°C,143,Canine Parvovirus Variant
Dog,Mixed,5.4,Female,23.6,Appetite_Loss,Lethargy,Vomiting,Diarrhea,1,Yes,Yes,Yes,No,No,No,No,No,No,40.2°C,139,Parvovirus
Dog,Labrador,2.0,Male,37.2,Fever,Weight_Loss,Appetite_Loss,Lethargy,1,Yes,No,No,No,No,No,No,No,No,38.7°C,101,Lyme Disease
Cow,Jersey,7.5,Male,487.0,Vomiting,Diarrhea,Dehydration,None,13,No,Yes,Yes,No,No,No,No,No,No,38.6°C,58,Gastrointestinal Infection
Dog,Mixed,4.8,Female,21.7,Decreased_Milk,Vomiting,Jaundice,Fever,2,No,Yes,No,No,No,No,No,No,No,39.8°C,96,Canine Leptospirosis
Dog,Beagle,4.7,Male,29.4,Diarrhea,Appetite_Loss,Lethargy,Vomiting,1,Yes,Yes,Yes,No,No,No,No,No,No,40.1°C,135,Parvovirus
Cow,Angus,7.3,Female,393.6,Anemia,Lethargy,Fever,None,3,No,No,No,No,No,No,No,No,No,39.3°C,63,Tick-Borne Disease
Dog,Mixed,9.7,Male,16.7,Appetite_Loss,Fever,Jaundice,Lethargy,4,Yes,No,No,No,No,No,No,No,No,40.6°C,124,Canine Leptospirosis
Cow,Mixed,0.1,Male,352.8,Coughing,Dehydration,Fever,Weight_Loss,2,No,No,No,Yes,No,No,No,No,No,39.5°C,79,Bovine Tuberculosis
Cow,Jersey,6.4,Female,356.0,Diarrhea,Fever,Swollen_Udder,Dehydration,6,No,No,Yes,No,No,No,No,No,No,39.6°C,89,Salmonellosis
Dog,Mixed,6.1,Female,19.0,Appetite_Loss,Fever,Lethargy,Vomiting,1,Yes,Yes,No,No,No,No,No,No,No,40.6°C,124,Canine Leptospirosis
Cow,Mixed,5.4,Male,177.8,Eye_Discharge,Fever,Coughing,Nasal_Discharge,1,No,No,No,Yes,No,No,No,Yes,Yes,39.3°C,81,Bovine Respiratory Disease
Cow,Hereford,4.7,Female,500.2,Nasal_Discharge,Coughing,Eye_Discharge,Fever,1,No,No,No,Yes,No,No,No,Yes,Yes,40.2°C,66,Bovine Respiratory Disease
Dog,Beagle,8.4,Female,32.3,Vomiting,Fever,Appetite_Loss,Lethargy,1,Yes,Yes,No,No,No,No,No,No,No,40.3°C,115,Canine Leptospirosis
Cow,Jersey,2.6,Male,403.4,Labored_Breathing,Nasal_Discharge,Coughing,Fever,2,No,No,No,Yes,No,No,No,Yes,No,38.7°C,87,Bovine Respiratory Syncytial Virus
Dog,Bulldog,4.4,Female,22.5,Lethargy,Pain,Lameness,Swelling,1,No,No,No,No,No,Yes,No,No,No,38.2°C,84,Arthritis
Cow,Angus,4.0,Female,624.1,Nasal_Discharge,Coughing,Labored_Breathing,Fever,3,No,No,No,Yes,No,No,No,Yes,No,39.4°C,74,Bovine Respiratory Syncytial Virus
Cow,Mixed,7.9,Female,393.2,Drooling,Fever,Weight_Loss,Lameness,11,No,No,No,No,No,Yes,No,No,No,40.3°C,68,Foot and Mouth Disease
Cow,Holstein,4.9,Female,471.9,Fever,Appetite_Loss,Nasal_Discharge,Diarrhea,4,Yes,No,Yes,No,No,No,No,Yes,No,39.4°C,74,Bovine Viral Diarrhea
Dog,German Shepherd,0.1,Female,33.6,Diarrhea,Vomiting,Fever,None,3,No,Yes,Yes,No,No,No,No,No,No,39.8°C,120,Salmonella Variant
Dog,Mixed,6.8,Female,9.8,Dehydration,Diarrhea,Vomiting,None,1,No,Yes,Yes,No,No,No,No,No,No,40.2°C,141,Canine Parvovirus Variant
Dog,German Shepherd,2.3,Male,30.8,Lethargy,Appetite_Loss,Diarrhea,Vomiting,2,Yes,Yes,Yes,No,No,No,No,No,No,39.7°C,139,Parvovirus
Dog,Mixed,6.0,Male,43.4,Appetite_Loss,Lethargy,Vomiting,Diarrhea,3,Yes,Yes,Yes,No,No,No,No,No,No,39.7°C,113,Gastroenteritis
Dog,Mixed,4.3,Female,34.5,Lethargy,Fever,Lameness,Appetite_Loss,3,Yes,No,No,No,No,Yes,No,No,No,39.8°C,116,Tick-Borne Disease
Cow,Angus,6.6,Female,658.5,Fever,Nasal_Discharge,Coughing,Eye_Discharge,13,No,No,No,Yes,No,No,No,Yes,Yes,40.1°C,85,Bovine Respiratory Disease
Dog,Labrador,5.8,Male,30.0,Weight_Loss,Appetite_Loss,Diarrhea,None,6,Yes,No,Yes,No,No,No,No,No,No,38.5°C,99,Parasitic Gastroenteritis
Dog,Beagle,2.1,Male,46.3,Diarrhea,Dehydration,Vomiting,None,5,No,Yes,Yes,No,No,No,No,No,No,38.3°C,60,Gastrointestinal Infection
Cow,Holstein,0.1,Female,463.0,Diarrhea,Dehydration,Vomiting,None,1,No,Yes,Yes,No,No,No,No,No,No,39.6°C,68,Gastrointestinal Infection
Cow,Friesian,7.1,Female,694.0,Coughing,Fever,Nasal_Discharge,Eye_Discharge,3,No,No,No,Yes,Yes,No,No,Yes,Yes,40.0°C,84,Bovine Respiratory Disease
Dog,German Shepherd,5.1,Male,18.2,Coughing,Nasal_Discharge,Fever,None,2,No,No,No,Yes,No,No,No,Yes,No,39.0°C,118,Kennel Cough Variant
Dog,German Shepherd,7.0,Male,34.6,Lethargy,Lameness,Appetite_Loss,Fever,2,Yes,No,No,No,No,Yes,No,No,No,39.1°C,95,Tick-Borne Disease
Dog,Beagle,6.2,Male,10.5,Lameness,Appetite_Loss,Fever,Lethargy,4,Yes,No,No,No,No,Yes,No,No,No,39.2°C,103,Lyme Disease
Cow,Friesian,6.8,Female,358.6,Dehydration,Vomiting,Diarrhea,None,3,No,Yes,Yes,No,No,No,No,No,No,39.6°C,78,Gastrointestinal Infection
Dog,Labrador,4.4,Female,51.7,Appetite_Loss,Fever,Lameness,Lethargy,5,Yes,No,No,No,No,Yes,No,No,No,39.4°C,110,Tick-Borne Disease
Cow,Friesian,3.8,Male,388.8,Fever,Decreased_Milk,Swelling,Swollen_Udder,2,No,No,No,No,No,No,No,No,No,40.0°C,61,Mastitis Variant
Cow,Jersey,7.4,Male,510.9,Fever,Lethargy,Weight_Loss,Coughing,2,No,No,No,Yes,No,No,No,No,No,38.8°C,62,Bovine Tuberculosis
Dog,Mixed,6.8,Male,22.2,Appetite_Loss,Weight_Loss,Diarrhea,None,2,Yes,No,Yes,No,No,No,No,No,No,39.0°C,98,Parasitic Gastroenteritis
Dog,German Shepherd,8.6,Male,38.8,Lethargy,Pain,Swelling,Lameness,6,No,No,No,No,No,Yes,No,No,No,38.8°C,98,Arthritis
Dog,Labrador,9.5,Male,37.8,Vomiting,Diarrhea,Fever,None,5,No,Yes,Yes,No,No,No,No,No,No,39.4°C,113,Salmonella Variant
Dog,German Shepherd,4.9,Male,35.5,Coughing,Nasal_Discharge,Eye_Discharge,Swollen_Udder,5,No,No,No,Yes,No,No,No,Yes,Yes,39.5°C,115,Canine Distemper
Cow,Mixed,2.8,Female,375.3,Weight_Loss,Lethargy,Diarrhea,Fever,2,No,No,Yes,No,No,No,No,No,No,38.7°C,71,Bovine Coccidiosis
Dog,Labrador,8.2,Female,45.3,Itching,Hair_Loss,Skin_Lesions,None,5,No,No,No,No,No,No,Yes,No,No,38.3°C,91,Skin Infection
Cow,Holstein,0.1,Male,413.0,Nasal_Discharge,Appetite_Loss,Diarrhea,Fever,1,Yes,No,Yes,No,No,No,No,Yes,No,39.6°C,65,Bovine Viral Diarrhea
Cow,Holstein,6.1,Female,596.7,Vomiting,Lethargy,Appetite_Loss,Diarrhea,3,Yes,Yes,Yes,No,No,No,No,No,No,39.3°C,110,Gastroenteritis
Cow,Friesian,9.2,Male,410.0,Drooling,Lameness,Weight_Loss,Fever,7,No,No,No,No,No,Yes,No,No,No,39.6°C,91,Foot and Mouth Disease
Dog,Mixed,8.5,Male,16.7,Coughing,Nasal_Discharge,Skin_Lesions,Eye_Discharge,5,No,No,No,Yes,No,No,Yes,Yes,Yes,39.8°C,128,Canine Distemper
Cow,Holstein,4.9,Female,454.6,Coughing,Fever,Weight_Loss,Lethargy,1,No,No,No,Yes,No,No,No,No,No,39.7°C,77,Bovine Tuberculosis
Cow,Angus,2.1,Female,345.4,Fever,Lethargy,Anemia,None,2,No,No,No,No,No,No,No,No,No,39.0°C,60,Tick-Borne Disease
Dog,Mixed,3.1,Female,27.6,Dehydration,Diarrhea,Vomiting,None,15,No,Yes,Yes,No,No,No,No,No,No,39.9°C,135,Canine Parvovirus Variant
Dog,Labrador,6.5,Male,37.0,Fever,Lameness,Appetite_Loss,Lethargy,9,Yes,No,No,No,No,Yes,No,No,No,39.4°C,98,Lyme Disease
Cow,Holstein,14.1,Female,358.0,Diarrhea,Lethargy,Decreased_Milk,Weight_Loss,2,No,No,Yes,No,No,No,No,No,No,39.0°C,62,Parasitic Infection
Cow,Friesian,8.3,Female,591.4,Weight_Loss,Fever,Lethargy,Diarrhea,14,No,No,Yes,No,No,No,No,No,No,38.3°C,56,Bovine Coccidiosis
Dog,Poodle,8.0,Male,31.8,Vomiting,Lethargy,Nasal_Discharge,Fever,3,No,Yes,No,No,No,No,No,Yes,No,39.8°C,104,Canine Hepatitis
Dog,Labrador,2.3,Female,37.0,Vomiting,Lethargy,Jaundice,Lethargy,1,No,Yes,No,No,No,No,No,No,No,39.7°C,111,Canine Leptospirosis
Cow,Friesian,1.5,Female,369.6,Diarrhea,Fever,Lethargy,Fever,15,No,No,Yes,No,No,No,No,No,No,39.3°C,68,Bovine Coccidiosis
Dog,Mixed,4.6,Female,35.9,Lethargy,Diarrhea,Vomiting,Appetite_Loss,5,Yes,Yes,Yes,No,No,No,No,No,No,40.4°C,129,Parvovirus
Cow,Mixed,7.5,Male,608.8,Decreased_Milk,Fever,Swollen_Udder,None,5,No,No,No,No,No,No,No,No,No,40.1°C,68,Mastitis Variant
Cow,Hereford,5.1,Female,540.1,Lethargy,Fever,Diarrhea,Weight_Loss,6,No,No,Yes,No,No,No,No,No,No,38.9°C,58,Bovine Coccidiosis
Cow,Jersey,5.2,Male,407.4,Fever,Swollen_Udder,Decreased_Milk,None,2,No,No,No,No,No,No,No,No,No,40.1°C,70,Mastitis Variant
Cow,Angus,4.1,Male,307.7,Eye_Discharge,Nasal_Discharge,Coughing,None,1,No,No,No,Yes,No,No,No,Yes,Yes,40.0°C,81,Respiratory Disease
Cow,Angus,0.1,Male,381.0,Decreased_Milk,Lethargy,Lethargy,Fever,3,No,No,No,No,No,No,No,No,No,39.3°C,80,Mastitis
Dog,Mixed,2.3,Female,30.9,Lameness,Lethargy,Appetite_Loss,Fever,1,Yes,No,No,No,No,Yes,No,No,No,39.5°C,102,Tick-Borne Disease
Cow,Holstein,5.5,Male,688.5,Drooling,Nasal_Discharge,Eye_Discharge,Lethargy,1,No,No,No,No,No,No,No,Yes,Yes,39.5°C,116,Kennel Cough
Cow,Jersey,4.0,Male,568.8,Lethargy,Decreased_Milk,Diarrhea,Weight_Loss,2,No,No,Yes,No,No,No,No,No,No,39.5°C,67,Parasitic Infection
Cow,Mixed,1.6,Female,449.8,Weight_Loss,Lethargy,Diarrhea,Fever,4,No,No,Yes,No,No,No,No,No,No,39.6°C,65,Bovine Coccidiosis
Cow,Holstein,6.0,Female,524.6,Swollen_Udder,Decreased_Milk,Fever,None,2,No,No,No,No,No,No,No,No,No,40.6°C,66,Mastitis Variant
Dog,Labrador,0.1,Male,27.7,Lethargy,Diarrhea,Appetite_Loss,Vomiting,2,Yes,Yes,Yes,No,No,No,No,No,No,40.0°C,132,Parvovirus
Dog,German Shepherd,1.7,Female,35.0,Weight_Loss,Diarrhea,Lethargy,Appetite_Loss,5,Yes,No,Yes,No,No,No,No,No,No,39.0°C,92,Parasitic Infection
Cow,Mixed,6.7,Male,566.0,Weight_Loss,Diarrhea,Vomiting,Dehydration,2,No,Yes,Yes,No,No,No,No,No,No,38.6°C,58,Gastrointestinal Infection
Dog,Beagle,8.2,Female,22.8,Fever,Coughing,Nasal_Discharge,None,1,No,No,No,Yes,No,No,No,Yes,No,38.8°C,109,Kennel Cough Variant
Dog,Mixed,6.3,Female,34.0,Lethargy,Appetite_Loss,Vomiting,Diarrhea,3,Yes,Yes,Yes,No,No,No,No,No,No,40.1°C,130,Parvovirus
Cow,Jersey,3.8,Male,264.9,Fever,Coughing,Nasal_Discharge,None,2,No,No,No,Yes,No,No,No,Yes,No,38.7°C,125,Kennel Cough Variant
Dog,Poodle,9.6,Male,32.4,Lethargy,Coughing,Eye_Discharge,Nasal_Discharge,1,No,No,No,Yes,No,No,No,Yes,Yes,39.3°C,98,Kennel Cough
Dog,Labrador,4.0,Female,35.4,Skin_Lesions,Itching,Hair_Loss,None,6,No,No,No,No,No,No,Yes,No,No,37.4°C,105,Skin Infection
Dog,Beagle,3.1,Male,58.2,Dehydration,Fever,Diarrhea,Vomiting,3,No,Yes,Yes,No,No,No,No,No,No,40.2°C,126,Canine Parvovirus Variant
Cow,Friesian,2.3,Male,299.0,Swelling,Lethargy,Fever,Anemia,3,No,No,No,No,No,No,No,No,No,40.1°C,73,Tick-Borne Disease
Dog,Mixed,10.8,Male,30.5,Lethargy,Lameness,Pain,Swelling,3,No,No,No,No,No,Yes,No,No,No,38.9°C,94,Arthritis
Cow,Holstein,3.4,Male,287.0,Eye_Discharge,Coughing,Nasal_Discharge,Fever,4,No,No,No,Yes,No,No,No,Yes,Yes,40.1°C,86,Bovine Respiratory Disease
Dog,Poodle,5.7,Female,25.8,Diarrhea,Lethargy,Appetite_Loss,Weight_Loss,10,Yes,No,Yes,No,No,No,No,No,No,38.8°C,114,Parasitic Infection
Dog,Labrador,8.4,Female,34.0,Lethargy,Nasal_Discharge,Vomiting,Fever,1,No,Yes,No,No,No,No,No,Yes,No,40.4°C,128,Canine Hepatitis
Dog,Poodle,1.2,Female,21.3,Vomiting,Diarrhea,Fever,None,11,No,Yes,Yes,No,No,No,No,No,No,38.7°C,120,Salmonella Variant
Dog,Labrador,8.1,Female,38.0,Eye_Discharge,Coughing,Nasal_Discharge,Lethargy,1,No,No,No,Yes,No,No,No,Yes,Yes,39.8°C,110,Kennel Cough
Cow,Friesian,3.9,Male,290.5,Swollen_Udder,Fever,Decreased_Milk,Lethargy,8,No,No,No,No,No,No,No,No,No,39.6°C,72,Mastitis
Dog,Bulldog,4.2,Female,6.0,Diarrhea,Appetite_Loss,Weight_Loss,Lethargy,4,Yes,No,Yes,No,No,No,No,No,No,38.5°C,104,Parasitic Infection
Dog,Beagle,0.1,Male,30.2,Lethargy,Coughing,Eye_Discharge,Nasal_Discharge,9,No,No,No,Yes,No,No,No,Yes,Yes,39.0°C,109,Kennel Cough
Cow,Friesian,8.0,Female,446.7,Nasal_Discharge,Labored_Breathing,Coughing,Fever,2,No,No,No,Yes,No,No,No,Yes,No,39.8°C,84,Bovine Respiratory Syncytial Virus
Dog,Bulldog,5.2,Male,34.5,Appetite_Loss,Fever,Lethargy,Lameness,1,Yes,No,No,No,No,Yes,No,No,No,40.0°C,100,Tick-Borne Disease
Dog,Bulldog,1.9,Male,25.4,Weight_Loss,Fever,Diarrhea,Lethargy,1,No,No,Yes,No,No,No,No,No,No,39.3°C,63,Bovine Coccidiosis
Dog,Beagle,4.0,Female,27.9,Hair_Loss,Decreased_Milk,Skin_Lesions,Itching,1,No,No,No,No,No,No,Yes,No,No,38.7°C,103,Skin Infection
Dog,Mixed,8.4,Female,31.9,Appetite_Loss,Diarrhea,Vomiting,Lethargy,4,Yes,Yes,Yes,No,No,No,No,No,No,40.2°C,129,Parvovirus
Dog,Mixed,0.1,Male,30.8,Dehydration,Diarrhea,Vomiting,None,1,No,Yes,Yes,No,No,No,No,No,No,40.0°C,61,Gastrointestinal Infection
Cow,Hereford,1.6,Female,410.1,Anemia,Lethargy,Fever,None,4,No,No,No,No,No,No,No,No,No,39.3°C,61,Tick-Borne Disease
Cow,Holstein,2.4,Male,375.8,Vomiting,Dehydration,Dehydration,Diarrhea,2,No,Yes,Yes,No,No,No,No,No,No,38.9°C,81,Gastrointestinal Infection
Cow,Jersey,3.3,Female,422.7,Nasal_Discharge,Eye_Discharge,Coughing,None,3,No,No,No,Yes,No,No,No,Yes,Yes,39.8°C,73,Respiratory Disease
Cow,Jersey,5.9,Female,339.2,Weight_Loss,Diarrhea,Lethargy,Fever,4,No,No,Yes,No,No,No,No,No,No,39.0°C,74,Bovine Coccidiosis
Dog,Poodle,3.2,Male,40.4,Diarrhea,Dehydration,Vomiting,None,1,No,Yes,Yes,No,No,No,No,No,No,40.0°C,123,Canine Parvovirus Variant
Dog,Bulldog,4.5,Male,43.7,Coughing,Nasal_Discharge,Fever,None,1,No,No,No,Yes,No,No,No,Yes,No,39.0°C,114,Kennel Cough Variant
Cow,Friesian,6.4,Male,275.1,Vomiting,Dehydration,Diarrhea,None,2,No,Yes,Yes,No,No,No,No,No,No,39.9°C,76,Gastrointestinal Infection
Cow,Angus,7.7,Female,623.9,Fever,Decreased_Milk,Swollen_Udder,Lethargy,1,No,No,No,No,No,No,No,No,No,40.0°C,60,Mastitis
Dog,German Shepherd,5.5,Male,20.3,Weight_Loss,Lethargy,Diarrhea,Appetite_Loss,6,Yes,No,Yes,No,No,No,No,No,No,38.6°C,99,Parasitic Infection
Dog,Beagle,10.3,Female,42.2,Appetite_Loss,Vomiting,Diarrhea,Lethargy,6,Yes,Yes,Yes,No,No,No,No,No,No,39.6°C,119,Parvovirus
Dog,Poodle,4.3,Male,24.1,Skin_Lesions,Eye_Discharge,Nasal_Discharge,Coughing,2,No,No,No,Yes,No,No,Yes,Yes,Yes,38.9°C,120,Canine Distemper
Dog,German Shepherd,4.3,Male,50.5,Fever,Appetite_Loss,Lethargy,Lameness,5,Yes,No,No,No,No,Yes,No,No,No,39.3°C,106,Lyme Disease
Cow,Hereford,4.4,Female,478.1,Weight_Loss,Coughing,Eye_Discharge,Nasal_Discharge,3,No,No,No,Yes,No,No,No,Yes,Yes,39.4°C,75,Respiratory Disease
Dog,Bulldog,2.0,Male,24.5,Diarrhea,Lethargy,Appetite_Loss,Vomiting,7,Yes,Yes,Yes,No,No,No,No,No,No,39.3°C,117,Gastroenteritis
Dog,Beagle,0.1,Male,26.3,Hair_Loss,Skin_Lesions,Itching,None,2,No,No,No,No,No,No,Yes,No,No,38.6°C,104,Skin Infection
Dog,Labrador,9.8,Male,36.4,Weight_Loss,Appetite_Loss,Diarrhea,Swollen_Udder,5,Yes,No,Yes,No,No,No,No,No,No,38.4°C,90,Parasitic Infection
Dog,Bulldog,3.9,Male,36.2,Appetite_Loss,Fever,Lameness,Lethargy,1,Yes,No,No,No,No,Yes,No,No,No,39.4°C,94,Lyme Disease
Dog,Mixed,5.1,Female,19.5,Diarrhea,Fever,Vomiting,None,1,No,Yes,Yes,No,No,No,No,No,No,39.3°C,115,Salmonella Variant
Dog,German Shepherd,9.3,Female,11.7,Lethargy,Appetite_Loss,Lameness,Fever,9,Yes,No,No,No,No,Yes,No,No,No,39.5°C,93,Lyme Disease
Dog,Poodle,12.9,Male,28.3,Vomiting,Fever,Diarrhea,None,2,No,Yes,Yes,No,No,No,No,No,No,39.9°C,117,Salmonella Variant
Dog,Mixed,2.7,Female,25.0,Diarrhea,Weight_Loss,Appetite_Loss,None,1,Yes,No,Yes,No,No,No,No,No,No,38.9°C,94,Parasitic Gastroenteritis
Cow,Jersey,4.3,Male,508.8,Lethargy,Lameness,Pain,Swelling,2,No,No,No,No,No,Yes,No,No,No,38.2°C,96,Arthritis
Dog,Poodle,0.1,Female,32.0,Weight_Loss,Appetite_Loss,Diarrhea,None,2,Yes,No,Yes,No,No,No,No,No,No,38.8°C,102,Parasitic Gastroenteritis
Dog,Poodle,6.5,Female,47.7,Nasal_Discharge,Vomiting,Fever,Lethargy,1,No,Yes,No,No,No,No,No,Yes,No,39.4°C,117,Canine Hepatitis
Dog,Poodle,4.1,Female,25.5,Skin_Lesions,Hair_Loss,Itching,None,2,No,No,No,No,No,No,Yes,No,No,37.7°C,104,Skin Infection
Dog,Labrador,9.5,Female,35.1,Appetite_Loss,Lethargy,Jaundice,Fever,1,Yes,No,No,No,No,No,No,No,No,40.7°C,125,Canine Leptospirosis
Dog,Labrador,0.1,Female,17.7,Nasal_Discharge,Lethargy,Fever,Vomiting,2,No,Yes,No,No,No,No,No,Yes,No,39.4°C,106,Canine Hepatitis
Dog,Mixed,3.1,Male,42.9,Appetite_Loss,Diarrhea,Weight_Loss,None,10,Yes,No,Yes,No,No,No,No,No,No,38.6°C,102,Parasitic Gastroenteritis
Cow,Mixed,4.2,Male,525.9,Diarrhea,Lethargy,Weight_Loss,Decreased_Milk,4,No,No,Yes,No,No,No,No,No,No,39.3°C,57,Johnes Disease
Dog,Labrador,2.6,Female,40.2,Fever,Diarrhea,Vomiting,None,2,No,Yes,Yes,No,No,No,No,No,No,39.5°C,114,Salmonella Variant
Cow,Hereford,3.5,Male,769.3,Fever,Decreased_Milk,Swollen_Udder,Swelling,1,No,No,No,No,No,No,No,No,No,40.2°C,79,Mastitis
Cow,Holstein,7.3,Male,438.9,Fever,Nasal_Discharge,Labored_Breathing,Coughing,4,No,No,No,Yes,No,No,No,Yes,No,39.6°C,92,Bovine Respiratory Syncytial Virus
Cow,Angus,5.9,Male,638.4,Diarrhea,Lethargy,Vomiting,Appetite_Loss,5,Yes,Yes,Yes,No,No,No,No,No,No,40.3°C,141,Parvovirus
Dog,Poodle,3.5,Female,27.2,Vomiting,Lethargy,Appetite_Loss,Jaundice,2,Yes,Yes,No,No,No,No,No,No,No,40.2°C,114,Canine Leptospirosis
Dog,German Shepherd,0.1,Female,20.8,Coughing,Nasal_Discharge,Lethargy,Eye_Discharge,7,No,No,No,Yes,No,No,No,Yes,Yes,39.2°C,109,Kennel Cough
Dog,Beagle,5.8,Male,32.7,Itching,Hair_Loss,Skin_Lesions,Decreased_Milk,4,No,No,No,No,No,No,Yes,No,No,38.3°C,93,Skin Infection
Cow,Holstein,0.1,Female,489.5,Swollen_Udder,Fever,Decreased_Milk,None,1,No,No,No,No,No,No,No,No,No,40.0°C,67,Mastitis Variant
