Animal_Type,Breed,Age,Gender,Weight,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Duration,Appetite_Loss,Vomiting,Diarrhea,Coughing,Labored_Breathing,Lameness,Skin_Lesions,Nasal_Discharge,Eye_Discharge,Body_Temperature,Heart_Rate,Disease_Prediction
Cow,Brown Swiss,11.8,Male,622.3,Nasal Discharge,Coughing,Nasal Discharge,Dehydration,12 days,No,No,No,Yes,Yes,No,No,Yes,No,39.3°C,61.0,Respiratory Disease
Cow,Ayrshire,0.9,Male,687.9,Fever,Diarrhea,Nasal Discharge,Skin Lesions,1 days,Yes,No,No,Yes,No,Yes,Yes,No,No,40.2°C,119.0,Foot and Mouth Disease
Cow,Belted Galloway,5.48,Male,667.12,Diarrhea,Eye Discharge,Lameness,Weakness,6 days,Yes,No,No,No,No,No,Yes,No,No,40.4°C,85.42,Foot and Mouth Disease
Cow,Gir,10.97,Female,48.81,Coughing,Lethargy,Nasal Discharge,Fever,11 days,Yes,No,Yes,No,Yes,No,,,,44.51,85.43,Bovine Respiratory Disease
Cow,Guernsey,2.16,Male,608.35,Anorexia,Swollen Udder,Labored Breathing,Nasal Discharge,1 days,Yes,No,No,No,No,No,No,No,No,40.1°C,63.25,Mastitis
Dog,Chihuahua,4.0,Female,5.0,Lethargy,Vomiting,Loss Of Appetite,Fever,3 days,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,39.1°C,110.0,Canine Parvovirus
Cow,Holstein,7.8,Male,18.2,Fever,Coughing,Labored Breathing,Nasal Discharge,17 days,Yes,Yes,Yes,Yes,No,No,,,,40.3,103.0,Bovine Respiratory Syncytial Virus
Dog,Bulldog,5.49,Male,19.48,Lameness,Nasal Discharge,Labored Breathing,Skin Lesions,10 days,Yes,No,No,No,No,Yes,No,No,No,39.3°C,69.83,Lyme Disease
Dog,Golden Retriever,0.5,Male,20.3,Nasal Discharge,Fever,Coughing,Lethargy,4 days,Yes,Yes,Yes,No,No,No,No,No,No,40.0°C,132.0,Parvovirus
Dog,Dalmatian,0.4,Female,24.3,Eye_Discharge,Weakness,Dehydration,Skin Lesions,5 days,No,Yes,No,Yes,No,No,No,Yes,No,38.6°C,153.0,Kennel Cough
Dog,Yorkshire Terrier,2.53,Male,4.75,Appetite Loss,<missing>,Vomiting,Coughing,21 hours,Yes,Yes,Yes,No,No,No,No,No,No,38.6°C,104.94,Gastroenteritis
Cow,Dexter,8.58,Male,488.28,Lameness,Labored Breathing,Weakness,Dehydration,12 days,No,No,Yes,No,No,No,No,No,No,38.4°C,55.5,Parasitic Infection
Dog,Cocker Spaniel,0.42,Female,13.52,Lethargy,Dehydration,Fever,Vomiting,7 days,Yes,Yes,Yes,No,No,No,No,No,No,39.7°C,138.43,Parvovirus
Cow,Aberdeen Angus,6.15,Female,457.09,Fever,Coughing,Diarrhea,Vomiting,13 days,Yes,No,Yes,No,No,No,No,Yes,No,39.4°C,59.04,Bovine Viral Diarrhea
Cow,Brahman,4.35,Male,478.18,Diarrhea,Skin Lesions,Coughing,Fever,12 days,Yes,No,Yes,No,No,No,No,No,No,39.0°C,69.1,Parasitic Infection
Cow,Charolais,3.28,Female,645.4,Labored Breathing,Coughing,Fever,Nasal Discharge,5 days,Yes,No,No,Yes,Yes,No,No,Yes,No,40.1°C,89.46,Foot and Mouth Disease
Cow,Aberdeen Angus,2.9,Female,480.8,Lameness,Fever,Weakness,Fever,7 hours,Yes,No,No,No,Yes,Yes,Yes,No,Yes,39.6°C,69.0,Foot and Mouth Disease
Dog,Chihuahua,0.4,Male,26.81,Fever,Dehydration,<missing>,Labored Breathing,7 days,Yes,Yes,Yes,No,No,No,No,No,No,39.3°C,135.48,Parvovirus
Cow,Angus,3.18,Male,814.76,<missing>,Vomiting,Weakness,Skin Lesions,8 days,Yes,No,No,No,No,No,No,No,No,40.1°C,55.27,Mastitis
Cow,Sahiwal,8.12,Female,728.94,Dehydration,Skin Lesions,Skin Lesions,Labored Breathing,7 days,No,No,No,No,No,No,Yes,Yes,No,40.5°C,58.04,Foot and Mouth Disease
Cow,Gir,1.8,Female,309.4,Fever,Coughing,Labored Breathing,Nasal Discharge,16 days,Yes,Yes,No,Yes,No,No,,,,41,100.0,Bovine Respiratory Syncytial Virus
Dog,Labrador,1.4,Female,21.8,Weakness,Eye Discharge,Eye_Discharge,Coughing,11 days,Yes,No,Yes,No,Yes,No,No,Yes,No,39.0°C,89.0,Canine Distemper
Cow,Brahman,4.6,Male,465.4,Nasal Discharge,Diarrhea,Skin Lesions,Eye Discharge,10 days,Yes,No,No,No,No,No,No,No,No,40.1°C,81.0,Mastitis
Cow,Red Angus,5.73,Female,567.75,Nasal Discharge,<missing>,Lameness,Anorexia,12 days,Yes,No,No,No,No,No,No,Yes,No,40.2°C,71.71,Respiratory Disease
Dog,Golden Retriever,6.5,Male,40.5,Fever,Vomiting,Diarrhea,Jaundice,17 days,No,Yes,No,No,No,No,,,,39.5,84.0,Canine Leptospirosis
Dog,Corgi,4.38,Male,45.86,Loss Of Appetite,Coughing,Lethargy,Fever,5 days,Yes,No,Yes,Yes,No,Yes,Yes,No,No,39.4°C,119.39,Canine Parvovirus
Dog,Shih Tzu,11.25,Male,11.72,Nasal Discharge,Loss Of Appetite,Labored Breathing,Eye Discharge,7 days,No,No,No,No,No,Yes,No,No,No,39.2°C,80.0,Lyme Disease
Cow,Guernsey,5.16,Female,502.27,Nasal Discharge,Labored Breathing,Anemia,Dehydration,13 days,No,No,No,No,No,No,No,No,No,39.0°C,77.23,Parasitic Infection
Dog,Labrador Retriever,0.29,Female,7.8,Ocular Discharge,<missing>,Lethargy,Nasal Discharge,8 weeks,Yes,No,No,Yes,Yes,No,No,Yes,Yes,39.7°C,123.31,Canine Influenza
Dog,German Shepherd,0.79,Female,15.65,Eye Discharge,Lameness,Lethargy,Labored Breathing,14 days,Yes,Yes,Yes,No,No,No,No,No,No,39.9°C,150.64,Parvovirus
Dog,Golden Retriever,5.5,Female,22.5,Coughing,Skin Lesions,Fever,Lethargy,3 days,Yes,No,No,No,No,No,No,No,No,38.8°C,97.0,Gastroenteritis
Cow,Angus,10.33,Female,542.3,Diarrhea,Weakness,Lameness,Anorexia,6 days,Yes,No,No,No,Yes,No,No,No,No,38.2°C,46.4,Parasitic Infection
Dog,Dachshund,1.54,Female,11.13,Diarrhea,Jaundice,<missing>,Fever,8 days,Yes,Yes,Yes,Yes,No,Yes,,,,37.19,96.37,Canine Leptospirosis
Cow,Holstein,10.4,Male,482.0,Skin Lesions,Anemia,Fever,Diarrhea,10 days,No,No,No,No,No,No,No,No,No,39.4°C,64.0,Parasitic Infection
Cow,Charolais,9.95,Female,490.81,Weakness,Lameness,<missing>,Diarrhea,1 weeks,Yes,No,Yes,No,No,No,No,No,Yes,38.7°C,72.91,Parasitic Infection
Cow,Brahman,1.05,Female,699.24,Anorexia,<missing>,Nasal Discharge,Coughing,6 weeks,No,No,Yes,No,No,No,No,No,No,38.8°C,81.75,Parasitic Infection
Cow,Red Angus,5.6,Male,530.3,Reduced Appetite,Lameness,Anorexia,Fever,11 days,Yes,No,No,No,No,No,No,No,No,39.5°C,61.0,Mastitis
Cow,Brahman,6.7,Female,608.8,Fever,Vomiting,Anorexia,Weight Loss,10 days,Yes,No,Yes,No,No,No,Yes,Yes,No,38.7°C,64.0,Parasitic Infection
Cow,Gir,10.29,Male,475.15,Skin Lesions,Nasal Discharge,Anorexia,Vomiting,1 days,Yes,No,No,No,No,Yes,No,No,No,39.7°C,69.61,Foot and Mouth Disease
Dog,Boxer,5.78,Male,24.2,<missing>,Coughing,Nasal_Discharge,Vomiting,12 days,Yes,No,Yes,Yes,Yes,No,No,No,Yes,39.8°C,76.6,Canine Distemper
Cow,Jersey,5.76,Female,642.54,Fever,Anorexia,Nasal Discharge,Fever,9 days,Yes,No,No,No,No,No,No,No,No,39.4°C,77.05,Mastitis
Cow,Shorthorn,10.7,Female,523.6,Nasal Discharge,Fever,Vomiting,Weakness,8 days,Yes,No,No,No,No,No,Yes,No,No,39.0°C,70.0,Mastitis
Cow,Dexter,11.6,Male,586.5,Weakness,Nasal Discharge,Labored Breathing,Anemia,19 hours,No,No,Yes,No,Yes,No,No,No,No,38.7°C,64.0,Parasitic Infection
Cow,Charolais,1.54,Female,565.82,Dehydration,Abdominal Pain,Reduced Milk Production,Loss Of Appetite,10 days,Yes,No,No,No,No,No,No,No,No,39.2°C,67.32,Bovine Coccidiosis
Cow,Sahiwal,3.5,Female,363.5,Coughing,Fever,Nasal Discharge,Lethargy,3 days,Yes,No,No,No,No,No,,,,40.9,82.0,Bovine Respiratory Disease
Cow,Brahman,7.0,Female,620.0,Fever,Coughing,Lethargy,Decreased Milk Yield,5 days,Yes,No,Yes,Yes,No,Yes,No,No,No,39.6°C,81.0,Mastitis
Cow,Shorthorn,3.12,Male,600.78,Nasal Discharge,<missing>,Labored Breathing,Coughing,5 days,Yes,No,No,Yes,Yes,No,No,Yes,No,40.1°C,83.93,Foot and Mouth Disease
Cow,Brahman,4.07,Male,650.52,Vomiting,Fever,Dehydration,Diarrhea,5 days,Yes,No,No,No,No,No,No,No,No,39.0°C,58.43,Mastitis
Cow,Sahiwal,3.68,Male,25.45,Nasal Discharge,Fever,Lethargy,Coughing,10 days,No,Yes,Yes,No,No,No,,,,40.22,82.79,Bovine Respiratory Disease
Dog,Golden Retriever,11.8,Female,38.8,Lameness,Lameness,Labored Breathing,Dehydration,6 days,Yes,No,No,No,No,Yes,No,No,No,38.1°C,121.0,Lyme Disease
Cow,Brown Swiss,9.77,Female,581.41,Swollen Udder,Dehydration,Anorexia,Coughing,4 days,Yes,No,No,No,No,No,No,No,No,39.7°C,61.73,Mastitis
Cow,Belted Galloway,11.4,Female,503.6,Vomiting,Swollen Udder,Reduced Appetite,Eye Discharge,14 days,Yes,No,No,No,No,No,No,No,No,39.6°C,59.0,Mastitis
Cow,Dexter,0.4,Male,517.8,Reduced Milk Production,Loss Of Appetite,Diarrhea,Bloody Feces,20 days,Yes,No,Yes,No,No,No,No,No,No,39.7°C,117.0,Bovine Coccidiosis
Cow,Guernsey,6.09,Male,548.12,Diarrhea,Anorexia,Lameness,Weakness,10 days,Yes,No,No,No,No,Yes,No,No,No,39.6°C,84.29,Foot and Mouth Disease
Dog,Doberman Pinscher,0.8,Male,23.5,Nasal Discharge,Eye Discharge,Vomiting,Dehydration,4 days,Yes,Yes,Yes,No,No,No,No,No,No,39.0°C,152.0,Parvovirus
Dog,Dachshund,7.0,Female,8.0,Vomiting,Diarrhea,Weight Loss,Appetite Loss,3 days,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,39.2°C,120.0,Gastroenteritis
Cow,Jersey,1.38,Male,544.41,Diarrhea,Dehydration,Anorexia,<missing>,6 days,Yes,No,Yes,Yes,No,No,No,Yes,No,39.9°C,59.81,Bovine Viral Diarrhea
Dog,Poodle,0.36,Female,31.79,Eye_Discharge,Skin Lesions,Labored Breathing,Lameness,14 days,No,No,No,No,Yes,No,No,Yes,No,38.6°C,143.19,Kennel Cough
Dog,Pug,7.1,Male,22.8,Fever,Vomiting,Diarrhea,Jaundice,17 days,Yes,No,Yes,Yes,Yes,No,,,,40.5,128.0,Canine Leptospirosis
Cow,Shorthorn,5.0,Male,600.0,Diarrhea,Dehydration,Lethargy,Loss Of Appetite,5 days,Yes,No,No,Yes,No,Yes,No,No,Yes,39.4°C,84.0,Salmonellosis
Cow,Sahiwal,1.43,Female,546.94,Reduced Milk Production,Diarrhea,Loss Of Appetite,Abdominal Pain,8 days,Yes,No,Yes,No,No,No,No,No,No,40.1°C,64.45,Bovine Coccidiosis
Cow,Limousin,8.51,Female,608.89,Vomiting,<missing>,Labored Breathing,Fever,5 days,No,No,No,Yes,Yes,No,No,Yes,Yes,39.8°C,51.47,Respiratory Disease
Dog,Pug,3.79,Male,4.15,Fever,Anorexia,Lameness,Labored Breathing,4 days,No,No,No,No,No,Yes,No,No,No,38.6°C,85.7,Lyme Disease
Cow,Angus,0.92,Female,605.68,Loss Of Appetite,Diarrhea,Reduced Milk Production,Weakness,2 days,Yes,Yes,Yes,No,No,No,No,No,No,39.4°C,74.11,Bovine Coccidiosis
Dog,German Shepherd,5.97,Male,20.6,Anorexia,Coughing,Fever,Nasal Discharge,13 days,No,No,Yes,Yes,No,No,No,Yes,No,40.2°C,128.96,Canine Distemper
Cow,Jersey,7.65,Male,328.71,Poor Appetite,Weight Loss,Weakness,Diarrhea,8 days,No,Yes,Yes,Yes,Yes,No,,,,35.03,59.96,Johnes Disease
Dog,Labrador Retriever,6.5,Female,28.2,Labored Breathing,Lethargy,Dehydration,Vomiting,9 days,Yes,Yes,Yes,No,No,No,No,No,No,38.5°C,126.0,Gastroenteritis
Dog,Dalmatian,0.8,Female,28.4,Diarrhea,Weakness,Vomiting,Nasal Discharge,3 days,Yes,Yes,Yes,No,No,No,No,No,No,40.0°C,154.0,Parvovirus
Cow,Limousin,2.0,Male,550.0,Diarrhea,Lethargy,Appetite Loss,Dehydration,4 days,Yes,No,No,Yes,Yes,No,Yes,No,No,39.5°C,85.0,Cryptosporidiosis
Dog,Bulldog,1.3,Male,10.9,Fever,Vomiting,Lameness,Nasal Discharge,6 days,Yes,Yes,Yes,No,No,No,No,No,No,38.4°C,65.0,Gastroenteritis
Dog,Yorkshire Terrier,1.74,Male,17.14,Eye Discharge,Dehydration,Anorexia,Diarrhea,10 days,Yes,Yes,Yes,No,No,No,No,No,No,38.7°C,127.76,Gastroenteritis
Dog,Rottweiler,4.68,Female,32.84,Dehydration,Weakness,Fever,Diarrhea,13 days,No,Yes,Yes,No,No,No,,,,42.71,90.34,Salmonellosis
Cow,Charolais,7.5,Female,567.4,Eye Discharge,Anorexia,Diarrhea,Fever,12 days,Yes,No,Yes,No,No,No,No,Yes,No,40.0°C,72.0,Bovine Viral Diarrhea
Dog,Husky,7.6,Female,25.3,Pale Gums,Loss Of Appetite,Vomiting,Jaundice,16 days,Yes,Yes,No,No,No,No,No,No,No,39.2°C,89.0,Tick-Borne Disease
Cow,Angus,1.1,Female,40.2,Coughing,Fever,Nasal Discharge,Lethargy,11 days,Yes,Yes,No,Yes,No,No,,,,39.7,94.0,Bovine Respiratory Disease
Dog,Chihuahua,5.2,Female,34.21,Eye_Discharge,Skin Lesions,Eye Discharge,Coughing,6 days,No,No,No,Yes,No,No,No,Yes,No,38.9°C,129.39,Kennel Cough
Dog,German Shepherd,7.4,Female,14.8,Fever,Vomiting,Diarrhea,Jaundice,7 days,No,Yes,No,Yes,No,No,,,,40,137.0,Canine Leptospirosis
Cow,Jersey,1.9,Male,112.9,Coughing,Fever,Nasal Discharge,Lethargy,2 days,Yes,No,Yes,Yes,No,No,,,,40.3,90.0,Bovine Respiratory Disease
Cow,Red Angus,4.1,Male,462.2,Labored Breathing,Nasal Discharge,Eye Discharge,Diarrhea,4 days,No,No,Yes,No,No,Yes,No,No,No,39.0°C,72.0,Parasitic Infection
Cow,Holstein,6.6,Female,568.1,Skin Lesions,Labored Breathing,Diarrhea,Anorexia,9 days,No,No,Yes,No,No,No,No,Yes,No,40.3°C,78.0,Bovine Viral Diarrhea
Cow,Holstein,8.3,Male,537.5,Fever,Vomiting,Eye Discharge,Coughing,9 days,Yes,No,Yes,Yes,Yes,No,No,No,No,39.3°C,80.0,Bovine Viral Diarrhea
Dog,Beagle,4.53,Female,31.92,Lethargy,Coughing,Fever,Loss Of Appetite,4 days,Yes,Yes,No,Yes,No,No,No,Yes,No,39.2°C,119.4,Canine Parvovirus
Dog,Labrador Retriever,14.2,Male,23.6,Change In Gait,Joint Pain,Limping,Reluctance To Play,21 days,No,No,No,No,No,Yes,No,No,No,38.7°C,136.0,Arthritis
Cow,Brahman,8.5,Female,676.2,Vomiting,Fever,Labored Breathing,Eye Discharge,5 days,No,No,No,Yes,Yes,No,No,Yes,Yes,39.8°C,54.0,Respiratory Disease
Dog,Shih Tzu,1.4,Female,6.5,Eye Discharge,Appetite Loss,Labored Breathing,Anorexia,13 days,Yes,Yes,Yes,No,No,No,No,No,No,38.7°C,99.0,Gastroenteritis
Dog,Chihuahua,1.0,Male,4.6,Eye_Discharge,Fever,Coughing,Eye Discharge,12 days,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,39.7°C,122.0,Canine Distemper
Dog,Shih Tzu,2.53,Male,60.9,Dehydration,Coughing,Skin Lesions,Anorexia,4 days,Yes,No,No,Yes,Yes,No,No,Yes,No,38.8°C,124.02,Kennel Cough
Cow,Simmental,7.02,Male,445.87,Lethargy,Nasal Discharge,Coughing,Fever,9 days,Yes,No,Yes,Yes,Yes,No,,,,39.27,75.96,Bovine Respiratory Disease
Cow,Jersey,6.0,Male,570.0,Coughing,Nasal Discharge,Labored Breathing,Fever,5 days,Yes,No,Yes,No,Yes,No,No,Yes,Yes,39.4°C,81.0,Bovine Tuberculosis
Dog,Shih Tzu,5.9,Male,3.8,Anorexia,Vomiting,Lameness,Skin Lesions,10 days,No,No,No,Yes,No,No,No,No,Yes,39.3°C,83.0,Kennel Cough
Cow,Belted Galloway,1.7,Male,603.4,Abdominal Pain,Dehydration,Reduced Milk Production,Loss Of Appetite,10 days,Yes,No,No,No,No,No,No,No,No,39.2°C,69.0,Bovine Coccidiosis
Cow,Brahman,3.78,Male,507.15,Nasal Discharge,Diarrhea,Respiratory Signs,Fever,7 days,Yes,No,Yes,Yes,No,No,No,No,No,39.4°C,82.75,Bovine Viral Diarrhea
Dog,Labrador Retriever,0.9,Male,10.2,Dehydration,Skin Lesions,Lameness,Labored Breathing,9 days,Yes,Yes,Yes,No,No,No,No,No,No,40.0°C,157.0,Parvovirus
Cow,Angus,1.1,Female,210.3,Coughing,Fever,Nasal Discharge,Lethargy,17 days,No,Yes,No,Yes,Yes,No,,,,40.3,94.0,Bovine Respiratory Disease
Dog,Beagle,6.9,Male,25.4,Fever,Vomiting,Diarrhea,Jaundice,3 days,Yes,Yes,No,No,No,Yes,,,,40.3,94.0,Canine Leptospirosis
Dog,Dalmatian,10.79,Female,36.56,Dehydration,Labored Breathing,Lameness,Lameness,6 days,Yes,No,No,No,No,Yes,No,No,No,38.1°C,127.86,Lyme Disease
Dog,Labrador Retriever,2.7,Male,32.57,Fever,Anorexia,<missing>,Nasal_Discharge,9 days,Yes,Yes,Yes,No,No,No,No,Yes,Yes,39.7°C,83.68,Canine Distemper
Cow,Belted Galloway,7.73,Female,639.68,<missing>,Weakness,Dehydration,Coughing,2 days,Yes,No,Yes,No,No,No,No,No,No,39.2°C,73.85,Bovine Viral Diarrhea
Dog,Dachshund,0.8,Female,14.3,Eye Discharge,Labored Breathing,Lameness,Lethargy,14 days,Yes,Yes,Yes,No,No,No,No,No,No,39.9°C,151.0,Parvovirus
Dog,Poodle,9.25,Male,32.94,Vomiting,Jaundice,Fever,Abdominal Pain,16 days,Yes,Yes,No,No,No,No,,,,37.65,78.89,Canine Hepatitis
Dog,Poodle,7.4,Male,10.2,Jaundice,Lethargy,Loss Of Appetite,Fever,10 days,Yes,No,No,No,No,No,No,No,No,40.0°C,65.0,Tick-Borne Disease
Cow,Holstein,4.8,Female,588.7,Eye Discharge,Fever,Diarrhea,Labored Breathing,4 days,Yes,No,No,Yes,Yes,No,No,No,Yes,39.6°C,72.0,Respiratory Disease
Dog,Siberian Husky,5.73,Female,30.21,Vomiting,Lethargy,Pale Gums,Fever,9 days,No,Yes,Yes,No,No,No,No,No,No,39.8°C,73.1,Tick-Borne Disease
Cow,Angus,8.4,Male,362.9,Weight Loss,Diarrhea,Weakness,Poor Appetite,8 days,No,Yes,Yes,Yes,Yes,No,,,,38.9,66.0,Johnes Disease
Dog,Poodle,4.92,Male,21.97,Fever,Jaundice,Vomiting,Diarrhea,10 days,Yes,Yes,No,No,Yes,No,,,,37.53,100.87,Canine Leptospirosis
Dog,Yorkshire Terrier,11.17,Female,30.01,Lameness,Swollen Lymph Nodes,Diarrhea,Neurological Signs,9 days,Yes,No,Yes,No,Yes,Yes,No,No,No,39.6°C,86.66,Tick-Borne Disease
Cow,Belted Galloway,6.91,Female,574.7,Skin Lesions,Anorexia,Diarrhea,<missing>,7 days,Yes,No,Yes,No,No,Yes,Yes,No,No,39.2°C,72.15,Foot and Mouth Disease
Dog,Husky,10.32,Male,15.02,<missing>,Weakness,Dehydration,Nasal Discharge,2 days,Yes,No,No,No,No,Yes,No,No,No,39.1°C,113.32,Lyme Disease
Cow,Limousin,2.96,Male,523.89,Lethargy,Loss Of Appetite,Dehydration,<missing>,5 days,Yes,Yes,No,No,No,Yes,No,No,Yes,39.3°C,79.05,Coccidiosis
Cow,Simmental,9.4,Male,711.5,Labored Breathing,Diarrhea,Diarrhea,Vomiting,21 hours,No,No,Yes,Yes,No,Yes,No,No,No,39.3°C,83.0,Bovine Viral Diarrhea
Dog,Siberian Husky,2.21,Female,21.17,<missing>,Nasal Discharge,Sneezing,Persistent Cough,3 days,Yes,Yes,No,Yes,No,No,No,Yes,No,38.7°C,68.87,Canine Influenza
Cow,Brahman,5.7,Male,526.5,Eye Discharge,Skin Lesions,Weakness,Diarrhea,7 days,Yes,No,Yes,No,Yes,No,No,No,No,39.7°C,77.0,Bovine Viral Diarrhea
Dog,Pit Bull,1.64,Male,10.78,Jaundice,Fever,Vomiting,Diarrhea,8 days,Yes,Yes,Yes,Yes,No,Yes,,,,36.91,100.36,Canine Leptospirosis
Cow,Simmental,8.1,Female,540.4,Skin Lesions,Eye Discharge,Labored Breathing,Dehydration,4 weeks,No,No,No,No,No,No,No,No,No,38.7°C,64.0,Parasitic Infection
Cow,Brown Swiss,1.8,Female,532.9,Coughing,Eye Discharge,Lameness,Lameness,4 days,Yes,No,No,No,No,Yes,Yes,No,No,40.1°C,79.0,Foot and Mouth Disease
Cow,Red Poll,5.42,Female,383.8,Vomiting,Skin Lesions,Lameness,Dehydration,12 days,Yes,No,No,No,No,No,No,No,No,39.3°C,66.69,Mastitis
Dog,Border Collie,0.21,Male,2.71,Vomiting,Coughing,Fever,Nasal Discharge,16 hours,Yes,Yes,Yes,No,No,No,No,No,No,40.2°C,119.95,Parvovirus
Cow,Gir,12.7,Male,446.03,Lameness,Anorexia,Labored Breathing,Diarrhea,6 days,Yes,No,No,No,No,Yes,Yes,No,No,39.5°C,50.31,Foot and Mouth Disease
Cow,Red Angus,5.8,Male,711.5,Reduced Appetite,Fever,Skin Lesions,Lameness,14 days,Yes,No,No,No,No,No,No,No,No,39.4°C,59.0,Mastitis
Dog,Beagle,4.0,Female,15.0,Coughing,Loss Of Appetite,Lethargy,Fever,4 days,Yes,No,Yes,Yes,No,No,Yes,Yes,No,39.2°C,125.0,Canine Influenza
Dog,Pit Bull,3.81,Male,12.61,Fever,Jaundice,Vomiting,Abdominal Pain,8 days,No,Yes,No,No,Yes,Yes,,,,42.73,122.08,Canine Hepatitis
Cow,Holstein,2.4,Female,71.6,Coughing,Fever,Nasal Discharge,Lethargy,17 days,Yes,Yes,No,No,No,No,,,,39.9,95.0,Bovine Respiratory Disease
Dog,Pug,8.55,Female,-7.58,Fever,Weakness,Anorexia,Nasal_Discharge,13 days,No,No,No,Yes,No,No,No,No,No,38.9°C,93.96,Kennel Cough
Dog,Corgi,3.8,Male,13.6,Vomiting,Anorexia,Lameness,Coughing,12 days,Yes,Yes,No,Yes,Yes,No,No,Yes,No,40.5°C,107.0,Canine Distemper
Cow,Gir,1.1,Female,332.1,Fever,Diarrhea,Dehydration,Weakness,6 days,Yes,Yes,Yes,Yes,No,No,,,,40.6,91.0,Salmonellosis
Cow,Jersey,3.17,Female,761.24,Coughing,Fever,Loss Of Appetite,Lethargy,5 days,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,39.4°C,89.0,Bovine Respiratory Disease
Dog,Husky,12.78,Male,21.22,Stiffness,Change In Gait,Joint Pain,Difficulty Rising,2 weeks,No,No,No,No,No,Yes,No,No,No,38.9°C,111.1,Arthritis
Cow,Charolais,6.2,Female,513.3,Lameness,Anorexia,Skin Lesions,Eye Discharge,14 days,Yes,No,No,No,No,No,Yes,No,No,39.1°C,55.0,Foot and Mouth Disease
Cow,Angus,0.8,Male,487.7,Fever,Nasal Discharge,Diarrhea,Anorexia,7 days,Yes,No,No,No,No,No,No,No,Yes,40.3°C,130.0,Bovine Viral Diarrhea
Dog,Dachshund,9.49,Female,30.74,Reluctance To Play,Lethargy,Limping,Difficulty Rising,15 days,No,No,No,No,No,Yes,No,No,No,39.2°C,138.0,Arthritis
Dog,Bulldog,0.1,Male,16.8,Anorexia,Nasal Discharge,Fever,Lameness,11 days,No,Yes,Yes,No,No,No,No,No,No,39.0°C,123.0,Parvovirus
Dog,Poodle,8.4,Female,17.7,Skin Lesions,Dehydration,Labored Breathing,Coughing,15 hours,No,No,No,Yes,No,No,No,Yes,No,38.9°C,116.0,Kennel Cough
Dog,Poodle,2.0,Female,12.0,Lethargy,Appetite Loss,Coughing,Vomiting,4 days,Yes,Yes,No,Yes,No,No,No,No,No,39.4°C,115.0,Kennel Cough
Dog,Chihuahua,9.7,Female,5.5,Dehydration,Weakness,Diarrhea,Vomiting,8 days,Yes,No,No,No,Yes,Yes,Yes,No,No,38.8°C,63.0,Lyme Disease
Dog,Labrador Retriever,3.6,Female,12.7,Eye_Discharge,Coughing,Vomiting,Labored Breathing,16 hours,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,40.0°C,62.0,Canine Distemper
Cow,Red Angus,6.8,Female,463.3,Diarrhea,Lameness,Labored Breathing,Coughing,14 days,No,No,No,Yes,Yes,No,No,Yes,No,39.8°C,82.0,Respiratory Disease
Dog,Border Collie,6.9,Male,11.8,Lameness,Nasal Discharge,Vomiting,Vomiting,4 weeks,Yes,No,Yes,No,No,No,No,No,No,38.8°C,100.0,Gastroenteritis
Dog,Corgi,0.1,Female,9.3,Lameness,Vomiting,Anorexia,Fever,11 days,Yes,Yes,Yes,No,No,No,No,No,No,40.6°C,148.0,Parvovirus
Cow,Guernsey,1.1,Female,603.2,Anorexia,Coughing,Labored Breathing,Nasal Discharge,6 days,Yes,No,No,Yes,No,No,Yes,No,No,39.1°C,51.0,Foot and Mouth Disease
Dog,Labrador Retriever,9.1,Male,25.8,Lameness,Eye_Discharge,Labored Breathing,Nasal Discharge,10 days,No,No,No,Yes,No,No,No,No,No,38.4°C,86.0,Kennel Cough
Cow,Aberdeen Angus,11.02,Female,665.65,Lameness,Reduced Appetite,Nasal Discharge,Diarrhea,3 days,No,No,No,No,No,No,Yes,No,No,38.9°C,71.57,Mastitis
Dog,Labrador,3.4,Male,23.0,Eye Discharge,Skin Lesions,Labored Breathing,Weakness,12 days,Yes,No,Yes,Yes,Yes,Yes,No,No,No,40.1°C,109.0,Canine Distemper
Dog,Shih Tzu,9.7,Female,2.1,Nasal Discharge,Diarrhea,Weakness,Lethargy,2 days,No,Yes,No,No,No,Yes,No,No,No,38.5°C,78.0,Lyme Disease
Cow,Gir,6.18,Female,507.68,Coughing,Fever,Nasal Discharge,Lethargy,9 days,Yes,No,Yes,Yes,Yes,No,,,,38.2,81.92,Bovine Respiratory Disease
Dog,Corgi,3.5,Male,12.1,Reduced Appetite,Nasal Discharge,Sneezing,Lethargy,3 days,Yes,No,No,No,No,No,No,Yes,No,39.8°C,66.0,Canine Influenza
Cow,Angus,3.4,Female,26.9,Coughing,Fever,Nasal Discharge,Lethargy,10 days,No,Yes,Yes,No,No,No,,,,40.1,86.0,Bovine Respiratory Disease
Dog,Chihuahua,10.16,Female,21.77,Vomiting,Abdominal Pain,Jaundice,Fever,8 days,Yes,Yes,Yes,Yes,No,No,,,,40.35,108.55,Canine Hepatitis
