Age,Weight,Breed,Gender,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Duration,Appetite_Loss,Vomiting,Diarrhea,Coughing,Labored_Breathing,Lameness,Skin_Lesions,Nasal_Discharge,Eye_Discharge,Body_Temperature,Heart_Rate,Disease
1.0,3.1,Bengal,Female,pale gums,weakness,none,none,1,no,no,no,no,no,no,no,no,no,38.3,217,anemia
8.0,3.2,Maine Coon,Male,dry gums,fever,lethargy,sneezing,3,no,no,no,yes,no,no,no,no,yes,39.5,227,dehydration
8.0,6.4,Siamese,Female,blood in urine,eye discharge,painful urination,pale gums,1,no,no,no,no,no,no,no,no,yes,38.1,189,anemia
6.0,3.4,Persian,Male,hair loss,none,none,none,2,no,no,no,no,no,no,yes,no,no,38.1,199,skin allergy
10.0,6.9,Bengal,Female,increased thirst,weight loss,none,none,2,no,no,no,no,no,no,no,no,no,38.9,171,chronic kidney disease
12.0,3.7,Maine Coon,Female,diarrhea,fever,lethargy,nasal discharge,7,no,yes,yes,yes,no,no,no,yes,no,39.5,193,anemia
1.0,5.2,Indian Domestic,Male,squinting,none,none,none,4,no,no,no,no,no,no,no,no,no,38.6,205,feline conjunctivitis
7.0,2.9,Siamese,Female,lethargy,pale gums,none,none,1,no,no,no,no,no,no,no,no,no,38.8,186,anemia
11.0,4.8,Indian Domestic,Female,squinting,none,none,none,14,no,no,no,no,no,no,no,no,no,38.5,161,feline conjunctivitis
13.0,4.9,Siamese,Female,eye discharge,fever,lethargy,pale gums,2,no,no,no,no,no,no,no,no,yes,39.5,227,anemia
5.0,6.6,Bengal,Male,red skin,none,none,none,3,no,no,no,no,no,no,no,no,no,38.8,162,skin allergy
9.0,4.1,Siamese,Male,diarrhea,fever,lethargy,vomiting,3,no,yes,yes,no,no,no,no,no,no,39.5,216,feline panleukopenia
1.0,6.9,Siamese,Male,fever,nasal discharge,sneezing,weakness,3,no,no,no,yes,no,no,no,yes,no,39.5,222,anemia
10.0,3.8,Indian Domestic,Female,diarrhea,increased thirst,itching,lethargy,1,no,no,yes,no,no,no,yes,no,no,38.5,179,chronic kidney disease
12.0,4.7,Siamese,Male,eye discharge,fever,hair loss,itching,2,no,no,no,no,no,no,yes,no,yes,39.5,220,feline conjunctivitis
2.0,4.0,Maine Coon,Male,blood in urine,fever,frequent urination,lethargy,4,no,no,no,no,no,no,no,no,no,39.5,216,chronic kidney disease
6.0,6.7,Maine Coon,Female,diarrhea,eye discharge,lethargy,vomiting,1,no,yes,yes,no,no,no,no,no,yes,38.6,186,feline conjunctivitis
2.0,5.9,Siamese,Male,blood in urine,fever,frequent urination,painful urination,1,no,no,no,yes,no,no,no,no,yes,39.5,240,dehydration
4.0,6.9,Indian Domestic,Female,sneezing,none,none,none,5,no,no,no,yes,no,no,no,no,no,38.0,163,upper respiratory infection
5.0,5.1,Indian Domestic,Female,hair loss,itching,lethargy,loss of appetite,4,yes,yes,no,no,no,no,yes,no,no,37.8,192,anemia
5.0,6.3,Indian Domestic,Male,eye discharge,red eyes,vomiting,none,2,no,yes,no,no,no,no,no,no,yes,38.9,195,feline conjunctivitis
1.0,6.6,Maine Coon,Female,bloated abdomen,eye discharge,fever,lethargy,2,no,yes,no,no,no,no,no,no,yes,39.5,225,feline conjunctivitis
11.0,4.6,Maine Coon,Male,fever,nasal discharge,sneezing,none,1,no,no,no,yes,no,no,no,yes,no,39.5,232,upper respiratory infection
13.0,5.5,Siamese,Male,dry gums,eye discharge,itching,lethargy,4,no,no,no,no,no,no,yes,no,yes,38.4,161,dehydration
14.0,6.0,Siamese,Male,fever,lethargy,nasal discharge,vomiting,5,no,yes,no,no,no,no,no,yes,no,39.5,203,feline panleukopenia
2.0,6.8,Bengal,Male,fever,lethargy,nasal discharge,red eyes,3,no,no,no,yes,no,no,no,yes,yes,39.5,218,dehydration
11.0,4.1,Bengal,Male,bloated abdomen,diarrhea,dry gums,lethargy,3,no,no,yes,no,no,no,no,no,yes,38.4,167,dehydration
14.0,3.7,Indian Domestic,Male,dry gums,fever,lethargy,sunken eyes,1,no,no,no,no,no,no,no,no,yes,39.5,219,dehydration
4.0,5.8,Bengal,Male,dry gums,fever,increased thirst,lethargy,1,no,no,no,no,no,no,no,no,no,39.5,192,chronic kidney disease
8.0,2.9,Maine Coon,Male,bloated abdomen,diarrhea,fever,weight loss,5,no,no,yes,no,no,no,no,no,no,39.5,199,feline panleukopenia
7.0,2.8,Indian Domestic,Female,red skin,none,none,none,3,no,no,no,no,no,no,no,no,no,38.4,170,skin allergy
4.0,2.7,Persian,Male,painful urination,none,none,none,1,no,no,no,no,no,no,no,no,no,38.7,183,urinary tract infection
11.0,3.0,Persian,Female,dry gums,lethargy,sunken eyes,none,4,no,no,no,no,no,no,no,no,yes,38.9,187,dehydration
8.0,4.3,Bengal,Female,nasal discharge,sneezing,none,none,2,no,no,no,yes,no,no,no,yes,no,38.2,165,upper respiratory infection
3.0,6.7,Maine Coon,Female,bloated abdomen,diarrhea,weight loss,none,4,no,no,yes,no,no,no,no,no,no,38.4,194,worm infestation
13.0,5.3,Bengal,Female,hair loss,itching,lethargy,loss of appetite,10,yes,yes,no,no,no,no,yes,no,no,38.2,164,chronic kidney disease
15.0,2.5,Siamese,Female,lethargy,loss of appetite,vomiting,none,5,yes,yes,no,no,no,no,no,no,no,38.6,183,gastritis
2.0,5.5,Persian,Female,frequent urination,nasal discharge,weight loss,none,3,no,no,no,no,no,no,no,yes,no,38.7,213,upper respiratory infection
9.0,5.3,Indian Domestic,Male,increased thirst,loss of appetite,vomiting,none,1,yes,yes,no,no,no,no,no,no,no,38.8,189,chronic kidney disease
2.0,6.1,Persian,Male,eye discharge,hair loss,itching,lethargy,5,no,no,no,no,no,no,yes,no,yes,38.8,192,anemia
4.0,6.0,Persian,Female,dry gums,sunken eyes,none,none,10,no,no,no,no,no,no,no,no,yes,38.1,161,dehydration
10.0,5.9,Bengal,Male,sneezing,none,none,none,3,no,no,no,yes,no,no,no,no,no,38.7,167,upper respiratory infection
6.0,3.6,Persian,Male,fever,hair loss,lethargy,red skin,2,no,no,no,no,no,no,yes,no,no,39.5,217,anemia
13.0,3.3,Bengal,Male,diarrhea,fever,lethargy,vomiting,2,no,yes,yes,no,no,no,no,no,no,39.5,200,feline panleukopenia
12.0,7.0,Maine Coon,Male,diarrhea,eye discharge,nasal discharge,squinting,3,no,no,yes,no,no,no,no,yes,yes,38.3,196,feline conjunctivitis
14.0,3.0,Siamese,Male,increased thirst,lethargy,weight loss,none,1,no,no,no,no,no,no,no,no,no,38.1,166,chronic kidney disease
10.0,6.9,Siamese,Male,bloated abdomen,blood in urine,diarrhea,frequent urination,4,no,no,yes,no,no,no,no,no,no,38.7,183,chronic kidney disease
9.0,7.0,Persian,Male,sneezing,weight loss,none,none,4,no,no,no,yes,no,no,no,no,no,38.3,176,upper respiratory infection
13.0,6.1,Maine Coon,Female,diarrhea,none,none,none,14,no,no,yes,no,no,no,no,no,no,37.9,171,feline panleukopenia
12.0,6.2,Bengal,Male,diarrhea,fever,red skin,none,2,no,no,yes,no,no,no,no,no,no,39.5,205,feline panleukopenia
11.0,5.1,Indian Domestic,Male,hair loss,itching,none,none,2,no,no,no,no,no,no,yes,no,no,38.4,195,skin allergy
7.0,5.3,Bengal,Male,bloated abdomen,diarrhea,weight loss,none,1,no,no,yes,no,no,no,no,no,no,38.6,186,worm infestation
11.0,4.0,Bengal,Female,lethargy,pale gums,weakness,none,7,no,no,no,no,no,no,no,no,no,38.7,187,anemia
10.0,5.4,Persian,Female,nasal discharge,sneezing,none,none,2,no,no,no,yes,no,no,no,yes,no,38.5,167,upper respiratory infection
8.0,2.7,Maine Coon,Female,eye discharge,lethargy,loss of appetite,red eyes,2,yes,yes,no,no,no,no,no,no,yes,38.4,191,feline conjunctivitis
6.0,6.5,Bengal,Female,dry gums,fever,lethargy,nasal discharge,1,no,yes,no,yes,no,no,no,yes,no,39.5,197,dehydration
3.0,2.9,Siamese,Male,eye discharge,fever,squinting,none,2,no,no,no,no,no,no,no,no,yes,39.5,186,feline conjunctivitis
13.0,5.5,Siamese,Male,dry gums,fever,lethargy,pale gums,7,no,yes,no,no,no,no,no,no,yes,39.5,219,anemia
13.0,4.0,Persian,Female,fever,nasal discharge,sneezing,none,4,no,no,no,yes,no,no,no,yes,no,39.5,214,upper respiratory infection
7.0,3.0,Indian Domestic,Female,dry gums,lethargy,sunken eyes,none,4,no,no,no,no,no,no,no,no,yes,38.2,185,chronic kidney disease
5.0,3.0,Bengal,Male,squinting,none,none,none,2,no,no,no,no,no,no,no,no,no,38.5,195,feline conjunctivitis
3.0,6.1,Maine Coon,Male,dry gums,lethargy,sunken eyes,weakness,3,no,no,no,no,no,no,no,no,yes,38.3,193,anemia
5.0,5.7,Indian Domestic,Male,fever,frequent urination,nasal discharge,none,14,no,no,no,no,no,no,no,yes,no,39.5,199,upper respiratory infection
10.0,2.7,Bengal,Female,blood in urine,frequent urination,increased thirst,itching,4,no,no,no,no,no,no,yes,no,no,38.2,191,chronic kidney disease
5.0,5.8,Bengal,Male,bloated abdomen,diarrhea,eye discharge,fever,1,no,yes,yes,no,no,no,no,no,yes,39.5,229,feline conjunctivitis
15.0,3.0,Siamese,Male,eye discharge,red eyes,squinting,none,2,no,no,no,no,no,no,no,no,yes,38.7,185,feline conjunctivitis
4.0,5.6,Persian,Female,dry gums,increased thirst,lethargy,loss of appetite,3,yes,yes,no,no,no,no,no,no,no,38.0,190,chronic kidney disease
15.0,4.7,Bengal,Male,increased thirst,lethargy,red eyes,weight loss,7,no,no,no,no,no,no,no,no,yes,38.3,197,chronic kidney disease
12.0,5.3,Maine Coon,Male,increased thirst,lethargy,vomiting,weight loss,2,no,yes,no,no,no,no,no,no,no,38.6,170,chronic kidney disease
15.0,3.7,Bengal,Male,bloated abdomen,lethargy,weight loss,none,1,no,no,no,no,no,no,no,no,no,38.7,170,dehydration
10.0,4.6,Bengal,Male,increased thirst,none,none,none,7,no,no,no,no,no,no,no,no,no,38.9,170,chronic kidney disease
8.0,6.2,Maine Coon,Female,eye discharge,lethargy,red eyes,squinting,4,no,no,no,no,no,no,no,no,yes,38.8,161,anemia
1.0,6.9,Indian Domestic,Female,hair loss,red skin,none,none,2,no,no,no,no,no,no,yes,no,no,38.2,212,skin allergy
7.0,4.9,Siamese,Male,eye discharge,lethargy,red eyes,squinting,2,no,no,no,no,no,no,no,no,yes,38.6,186,anemia
13.0,3.3,Bengal,Male,bloated abdomen,diarrhea,itching,vomiting,3,no,yes,yes,no,no,no,yes,no,no,38.2,160,feline panleukopenia
6.0,6.0,Maine Coon,Female,dry gums,itching,lethargy,pale gums,7,no,no,no,no,no,no,yes,no,no,38.6,170,anemia
12.0,6.3,Indian Domestic,Female,lethargy,vomiting,none,none,5,no,yes,no,no,no,no,no,no,no,38.8,198,feline panleukopenia
8.0,3.5,Siamese,Female,diarrhea,none,none,none,7,no,no,yes,no,no,no,no,no,no,38.1,180,feline panleukopenia
13.0,5.4,Bengal,Male,bloated abdomen,diarrhea,lethargy,loss of appetite,4,yes,yes,yes,no,no,no,no,no,no,38.3,170,gastritis
7.0,6.4,Siamese,Female,fever,nasal discharge,pale gums,sneezing,5,no,no,no,yes,no,no,no,yes,no,39.5,196,anemia
14.0,6.7,Siamese,Male,increased thirst,lethargy,none,none,2,no,no,no,no,no,no,no,no,no,38.4,199,chronic kidney disease
10.0,4.2,Siamese,Female,hair loss,itching,red skin,none,3,no,no,no,no,no,no,yes,no,no,38.1,199,skin allergy
13.0,5.4,Indian Domestic,Male,bloated abdomen,diarrhea,weight loss,none,5,no,no,yes,no,no,no,no,no,no,38.4,171,worm infestation
11.0,3.5,Persian,Male,dry gums,frequent urination,lethargy,loss of appetite,1,yes,yes,no,no,no,no,no,no,yes,38.7,179,dehydration
13.0,3.7,Maine Coon,Male,bloated abdomen,lethargy,weight loss,none,5,no,no,no,no,no,no,no,no,no,38.5,177,chronic kidney disease
3.0,6.8,Siamese,Female,eye discharge,increased thirst,lethargy,weight loss,4,no,no,no,no,no,no,no,no,yes,38.3,174,chronic kidney disease
15.0,5.8,Indian Domestic,Female,blood in urine,fever,frequent urination,lethargy,3,no,yes,no,no,no,no,no,no,no,39.5,189,dehydration
9.0,4.9,Persian,Female,blood in urine,painful urination,red eyes,squinting,3,no,no,no,no,no,no,no,no,yes,38.7,199,feline conjunctivitis
8.0,5.6,Siamese,Female,blood in urine,painful urination,red skin,none,3,no,no,no,no,no,no,no,no,no,38.4,191,skin allergy
2.0,6.6,Persian,Male,eye discharge,hair loss,red skin,none,3,no,no,no,no,no,no,yes,no,yes,38.9,215,feline conjunctivitis
3.0,3.1,Persian,Female,diarrhea,fever,nasal discharge,vomiting,3,no,yes,yes,no,no,no,no,yes,no,39.5,216,feline panleukopenia
14.0,5.5,Bengal,Male,eye discharge,red eyes,squinting,none,3,no,no,no,no,no,no,no,no,yes,38.3,189,feline conjunctivitis
14.0,5.9,Bengal,Female,bloated abdomen,diarrhea,increased thirst,lethargy,2,no,yes,yes,no,no,no,no,no,no,38.3,180,chronic kidney disease
4.0,4.3,Indian Domestic,Female,eye discharge,hair loss,red eyes,red skin,2,no,no,no,no,no,no,yes,no,yes,38.4,190,feline conjunctivitis
6.0,6.7,Siamese,Male,fever,lethargy,nasal discharge,pale gums,1,no,no,no,yes,no,no,no,yes,no,39.5,180,anemia
3.0,4.8,Indian Domestic,Male,nasal discharge,squinting,none,none,3,no,no,no,no,no,no,no,yes,no,38.8,178,feline conjunctivitis
1.0,6.7,Siamese,Female,fever,itching,nasal discharge,red skin,3,no,no,no,no,no,no,yes,yes,no,39.5,208,skin allergy
1.0,4.0,Maine Coon,Male,sneezing,none,none,none,4,no,no,no,yes,no,no,no,no,no,39.0,189,upper respiratory infection
9.0,2.7,Bengal,Male,painful urination,none,none,none,5,no,no,no,no,no,no,no,no,no,38.4,183,urinary tract infection
11.0,6.0,Bengal,Female,diarrhea,fever,increased thirst,lethargy,2,no,yes,yes,no,no,no,no,no,no,39.5,201,chronic kidney disease
10.0,3.6,Indian Domestic,Male,bloated abdomen,diarrhea,fever,hair loss,5,no,no,yes,no,no,no,yes,no,no,39.5,201,skin allergy
10.0,6.4,Bengal,Female,lethargy,pale gums,weakness,none,5,no,no,no,no,no,no,no,no,no,38.3,179,anemia
1.0,4.9,Indian Domestic,Male,hair loss,increased thirst,lethargy,red skin,2,no,no,no,no,no,no,yes,no,no,39.1,205,chronic kidney disease
2.0,7.0,Bengal,Female,fever,lethargy,vomiting,none,2,no,yes,no,no,no,no,no,no,no,39.5,248,feline panleukopenia
8.0,3.1,Maine Coon,Female,frequent urination,lethargy,red eyes,squinting,3,no,yes,no,no,no,no,no,no,yes,38.7,192,feline conjunctivitis
2.0,6.1,Bengal,Female,lethargy,loss of appetite,vomiting,none,3,yes,yes,no,no,no,no,no,no,no,38.5,208,gastritis
4.0,6.8,Persian,Male,blood in urine,fever,increased thirst,lethargy,3,no,no,no,no,no,no,no,no,no,39.5,202,chronic kidney disease
13.0,3.0,Bengal,Female,frequent urination,sunken eyes,none,none,3,no,no,no,no,no,no,no,no,yes,38.6,173,dehydration
6.0,3.8,Indian Domestic,Male,dry gums,lethargy,sunken eyes,weight loss,10,no,no,no,no,no,no,no,no,yes,38.4,181,chronic kidney disease
1.0,3.8,Siamese,Female,blood in urine,dry gums,frequent urination,painful urination,3,no,no,no,no,no,no,no,no,yes,38.2,195,dehydration
8.0,2.7,Siamese,Male,diarrhea,lethargy,none,none,1,no,no,yes,no,no,no,no,no,no,38.5,184,feline panleukopenia
9.0,2.8,Siamese,Male,blood in urine,frequent urination,painful urination,none,3,no,no,no,no,no,no,no,no,no,38.3,166,urinary tract infection
7.0,3.1,Siamese,Male,diarrhea,fever,itching,red eyes,3,no,no,yes,no,no,no,yes,no,yes,39.5,231,feline conjunctivitis
9.0,3.8,Persian,Female,fever,loss of appetite,nasal discharge,vomiting,3,yes,yes,no,no,no,no,no,yes,no,39.5,201,gastritis
4.0,4.7,Maine Coon,Female,blood in urine,fever,frequent urination,lethargy,14,no,yes,no,yes,no,no,no,yes,no,39.5,211,feline panleukopenia
6.0,4.6,Persian,Male,blood in urine,eye discharge,frequent urination,painful urination,3,no,no,no,no,no,no,no,no,yes,38.7,164,feline conjunctivitis
15.0,5.6,Siamese,Male,lethargy,pale gums,weakness,none,10,no,no,no,no,no,no,no,no,no,38.6,169,anemia
6.0,6.2,Indian Domestic,Female,eye discharge,hair loss,itching,red eyes,4,no,no,no,no,no,no,yes,no,yes,38.2,191,dehydration
6.0,5.4,Indian Domestic,Male,diarrhea,fever,sunken eyes,vomiting,4,no,yes,yes,no,no,no,no,no,yes,39.5,221,dehydration
6.0,2.7,Bengal,Male,hair loss,itching,lethargy,loss of appetite,1,yes,no,no,no,no,no,yes,no,no,38.1,199,gastritis
11.0,6.8,Indian Domestic,Male,dry gums,eye discharge,increased thirst,lethargy,2,no,no,no,no,no,no,no,no,yes,38.3,189,chronic kidney disease
14.0,5.9,Bengal,Female,fever,nasal discharge,sneezing,none,4,no,no,no,yes,no,no,no,yes,no,39.5,192,upper respiratory infection
15.0,2.9,Persian,Female,lethargy,red skin,none,none,2,no,no,no,no,no,no,no,no,no,38.1,160,dehydration
6.0,3.2,Bengal,Male,blood in urine,fever,hair loss,itching,5,no,no,no,yes,no,no,yes,no,no,39.5,224,skin allergy
12.0,4.1,Siamese,Male,frequent urination,increased thirst,lethargy,painful urination,2,no,no,no,no,no,no,no,no,no,38.4,160,chronic kidney disease
1.0,5.1,Indian Domestic,Male,diarrhea,fever,weight loss,none,4,no,no,yes,no,no,no,no,no,no,39.5,235,feline panleukopenia
12.0,6.2,Indian Domestic,Female,dry gums,lethargy,pale gums,vomiting,2,no,yes,no,no,no,no,no,no,no,38.7,161,anemia
13.0,3.4,Siamese,Female,bloated abdomen,diarrhea,lethargy,loss of appetite,3,yes,no,yes,no,no,no,no,no,no,38.9,172,gastritis
1.0,3.3,Persian,Male,lethargy,squinting,vomiting,none,2,no,yes,no,no,no,no,no,no,no,38.7,196,feline conjunctivitis
12.0,3.5,Siamese,Female,blood in urine,frequent urination,hair loss,lethargy,7,yes,no,no,no,no,no,yes,no,no,38.7,176,gastritis
14.0,4.1,Maine Coon,Female,pale gums,red skin,none,none,4,no,no,no,no,no,no,no,no,no,38.8,196,anemia
2.0,5.1,Siamese,Male,vomiting,none,none,none,1,no,yes,no,no,no,no,no,no,no,38.5,217,gastritis
7.0,4.0,Siamese,Female,blood in urine,eye discharge,increased thirst,lethargy,5,no,no,no,no,no,no,no,no,yes,38.3,192,chronic kidney disease
15.0,3.6,Persian,Female,hair loss,itching,red skin,none,5,no,no,no,no,no,no,yes,no,no,38.7,171,skin allergy
11.0,6.6,Maine Coon,Male,hair loss,itching,red skin,none,10,no,no,no,no,no,no,yes,no,no,39.2,185,skin allergy
12.0,3.1,Siamese,Male,eye discharge,frequent urination,increased thirst,lethargy,1,no,no,no,no,no,no,no,no,yes,38.9,198,chronic kidney disease
15.0,6.0,Indian Domestic,Male,sneezing,none,none,none,1,no,no,no,yes,no,no,no,no,no,38.7,186,upper respiratory infection
14.0,2.7,Persian,Female,fever,nasal discharge,sneezing,none,5,no,no,no,yes,no,no,no,yes,no,39.5,190,upper respiratory infection
1.0,5.4,Bengal,Female,bloated abdomen,diarrhea,weight loss,none,3,no,no,yes,no,no,no,no,no,no,38.5,199,worm infestation
11.0,6.7,Persian,Male,lethargy,loss of appetite,sunken eyes,vomiting,1,yes,yes,no,no,no,no,no,no,yes,38.5,190,dehydration
2.0,2.6,Indian Domestic,Male,bloated abdomen,fever,frequent urination,none,3,no,no,no,no,no,no,no,no,no,39.5,217,upper respiratory infection
2.0,4.5,Siamese,Male,dry gums,lethargy,none,none,2,no,no,no,no,no,no,no,no,no,39.1,214,dehydration
2.0,4.6,Persian,Female,eye discharge,fever,nasal discharge,red eyes,3,no,no,no,yes,no,no,no,yes,yes,39.5,225,feline conjunctivitis
12.0,2.8,Maine Coon,Female,dry gums,eye discharge,lethargy,loss of appetite,3,yes,yes,no,no,no,no,no,no,yes,38.6,170,dehydration
10.0,3.1,Bengal,Female,blood in urine,frequent urination,painful urination,none,5,no,no,no,no,no,no,no,no,no,38.3,192,urinary tract infection
4.0,6.1,Persian,Female,bloated abdomen,diarrhea,frequent urination,painful urination,10,no,no,yes,yes,no,no,no,no,no,37.6,190,upper respiratory infection
14.0,6.1,Bengal,Female,fever,lethargy,pale gums,vomiting,1,no,yes,no,no,no,no,no,no,no,39.5,211,anemia
8.0,4.8,Maine Coon,Female,diarrhea,red eyes,weight loss,none,1,no,no,yes,no,no,no,no,no,yes,38.5,176,feline conjunctivitis
10.0,6.5,Bengal,Female,dry gums,lethargy,sunken eyes,none,5,no,no,no,no,no,no,no,no,yes,38.4,194,dehydration
8.0,6.5,Siamese,Male,hair loss,itching,lethargy,red skin,1,no,no,no,no,no,no,yes,no,no,38.4,188,anemia
11.0,6.1,Maine Coon,Male,diarrhea,itching,lethargy,red skin,1,no,no,yes,no,no,no,yes,no,no,38.1,191,feline panleukopenia
9.0,3.5,Bengal,Male,eye discharge,fever,lethargy,red eyes,2,no,no,no,no,no,no,no,no,yes,39.5,209,feline conjunctivitis
5.0,2.5,Maine Coon,Male,lethargy,nasal discharge,pale gums,sneezing,4,no,no,no,yes,no,no,no,yes,no,38.9,194,anemia
14.0,6.9,Siamese,Male,blood in urine,diarrhea,fever,lethargy,1,no,yes,yes,no,no,no,no,no,no,39.5,225,anemia
10.0,5.2,Persian,Female,bloated abdomen,blood in urine,diarrhea,increased thirst,1,no,no,yes,no,no,no,no,no,no,38.1,188,chronic kidney disease
15.0,4.6,Bengal,Male,bloated abdomen,diarrhea,itching,lethargy,4,no,no,yes,no,no,no,yes,no,no,38.4,164,chronic kidney disease
15.0,4.8,Siamese,Male,dry gums,increased thirst,lethargy,weight loss,3,no,no,no,no,no,no,no,no,no,38.7,181,chronic kidney disease
4.0,3.3,Bengal,Female,diarrhea,fever,lethargy,vomiting,2,no,yes,yes,no,no,no,no,no,no,39.5,222,feline panleukopenia
12.0,5.1,Indian Domestic,Male,blood in urine,frequent urination,increased thirst,lethargy,3,no,no,no,no,no,no,no,no,no,38.5,179,anemia
7.0,6.0,Maine Coon,Male,diarrhea,lethargy,pale gums,weakness,5,no,no,yes,no,no,no,no,no,no,38.4,173,anemia
15.0,3.2,Bengal,Female,hair loss,itching,red skin,none,3,no,no,no,no,no,no,yes,no,no,38.9,182,skin allergy
12.0,3.0,Indian Domestic,Female,diarrhea,eye discharge,lethargy,loss of appetite,2,yes,yes,yes,no,no,no,no,no,yes,38.5,173,feline conjunctivitis
5.0,3.3,Bengal,Male,blood in urine,lethargy,painful urination,pale gums,1,no,no,no,no,no,no,no,no,no,38.9,169,anemia
13.0,6.3,Persian,Male,eye discharge,fever,red eyes,sneezing,7,no,no,no,yes,no,no,no,no,yes,39.5,195,feline conjunctivitis
9.0,5.9,Indian Domestic,Female,bloated abdomen,diarrhea,eye discharge,red eyes,3,no,no,yes,no,no,no,no,no,yes,38.6,182,feline conjunctivitis
6.0,6.8,Bengal,Female,pale gums,none,none,none,2,no,no,no,no,no,no,no,no,no,37.9,177,anemia
9.0,5.7,Bengal,Female,fever,increased thirst,lethargy,nasal discharge,10,no,no,no,yes,no,no,no,yes,no,39.5,200,chronic kidney disease
13.0,5.2,Siamese,Male,increased thirst,itching,lethargy,red skin,2,no,no,no,no,no,no,yes,no,no,39.0,168,chronic kidney disease
6.0,3.3,Maine Coon,Female,lethargy,none,none,none,4,no,no,no,no,no,no,no,no,no,38.4,160,feline panleukopenia
12.0,5.9,Persian,Male,lethargy,pale gums,red skin,weakness,3,no,no,no,no,no,no,no,no,no,38.3,182,anemia
11.0,5.5,Bengal,Female,diarrhea,fever,frequent urination,lethargy,2,no,yes,yes,no,no,no,no,no,yes,39.5,210,dehydration
6.0,2.7,Siamese,Male,blood in urine,eye discharge,frequent urination,lethargy,5,no,no,no,no,no,no,no,no,yes,38.8,167,anemia
14.0,3.9,Maine Coon,Male,fever,increased thirst,lethargy,sneezing,5,no,no,no,yes,no,no,no,no,no,39.5,208,chronic kidney disease
10.0,6.4,Maine Coon,Female,blood in urine,eye discharge,lethargy,loss of appetite,2,yes,yes,no,no,no,no,no,no,yes,38.5,163,feline conjunctivitis
12.0,3.3,Indian Domestic,Male,eye discharge,squinting,weakness,none,2,no,no,no,no,no,no,no,no,yes,38.1,197,anemia
15.0,3.1,Indian Domestic,Female,fever,none,none,none,10,no,no,no,no,no,no,no,no,no,39.5,213,feline panleukopenia
3.0,5.4,Maine Coon,Female,bloated abdomen,lethargy,pale gums,weight loss,3,no,no,no,no,no,no,no,no,no,38.8,186,anemia
4.0,4.3,Maine Coon,Male,lethargy,none,none,none,14,no,no,no,no,no,no,no,no,no,38.2,170,dehydration
14.0,5.7,Persian,Female,dry gums,lethargy,none,none,4,no,no,no,no,no,no,no,no,no,38.7,180,dehydration
15.0,6.3,Bengal,Female,blood in urine,eye discharge,frequent urination,lethargy,2,no,no,no,no,no,no,no,no,yes,38.7,166,anemia
13.0,6.6,Maine Coon,Male,blood in urine,vomiting,none,none,2,no,yes,no,no,no,no,no,no,no,38.9,181,feline panleukopenia
14.0,2.6,Siamese,Female,lethargy,sneezing,weight loss,none,1,no,no,no,yes,no,no,no,no,no,38.3,160,chronic kidney disease
12.0,3.3,Indian Domestic,Female,eye discharge,lethargy,red eyes,none,1,no,no,no,no,no,no,no,no,yes,38.7,185,dehydration
9.0,4.2,Maine Coon,Male,diarrhea,red skin,squinting,none,5,no,no,yes,no,no,no,no,no,no,38.5,178,feline conjunctivitis
13.0,6.9,Bengal,Male,nasal discharge,sneezing,squinting,none,2,no,no,no,yes,no,no,no,yes,no,38.3,180,feline conjunctivitis
6.0,6.5,Persian,Male,eye discharge,lethargy,pale gums,red eyes,3,no,no,no,no,no,no,no,no,yes,38.6,185,anemia
11.0,3.0,Maine Coon,Male,blood in urine,dry gums,frequent urination,lethargy,7,no,no,no,no,no,no,no,no,yes,38.9,162,dehydration
13.0,3.4,Bengal,Male,lethargy,weight loss,none,none,1,no,no,no,no,no,no,no,no,no,39.2,167,chronic kidney disease
8.0,4.8,Persian,Female,diarrhea,lethargy,none,none,1,no,no,yes,no,no,no,no,no,no,38.8,165,feline panleukopenia
2.0,4.8,Persian,Female,dry gums,eye discharge,lethargy,none,5,no,no,no,no,no,no,no,no,yes,38.8,186,dehydration
10.0,5.6,Siamese,Female,lethargy,pale gums,red eyes,weakness,2,no,no,no,no,no,no,no,no,yes,38.3,170,anemia
3.0,5.2,Indian Domestic,Male,bloated abdomen,diarrhea,lethargy,weight loss,3,no,no,yes,no,no,no,no,no,no,38.1,176,dehydration
12.0,5.8,Persian,Male,frequent urination,itching,red skin,none,14,no,no,no,no,no,no,yes,no,no,38.5,162,skin allergy
1.0,3.5,Persian,Female,eye discharge,red eyes,squinting,none,5,no,no,no,no,no,no,no,no,yes,38.3,200,feline conjunctivitis
7.0,5.1,Indian Domestic,Female,lethargy,weakness,none,none,3,no,no,no,no,no,no,no,no,no,38.1,167,anemia
10.0,3.2,Maine Coon,Male,blood in urine,frequent urination,none,none,2,no,no,no,no,no,no,no,no,no,38.6,183,urinary tract infection
15.0,3.4,Bengal,Female,lethargy,sunken eyes,none,none,2,no,no,no,no,no,no,no,no,yes,38.3,165,dehydration
14.0,5.4,Maine Coon,Male,eye discharge,red eyes,squinting,vomiting,1,no,yes,no,no,no,no,no,no,yes,38.8,187,feline conjunctivitis
5.0,3.2,Indian Domestic,Female,diarrhea,none,none,none,3,no,no,yes,no,no,no,no,no,no,38.2,169,feline panleukopenia
