age,gender,breed,weight,symptoms,diseases
6,male,siamese,5.6,"blood in urine, frequent urination, lethargy, painful urination","gastritis, urinary tract infection"
13,male,maine coon,4.1,"fever, lethargy, loss of appetite, vomiting","feline panleukopenia, gastritis"
1,male,indian domestic,6.7,"hair loss, lethargy, pale gums, weakness","anemia, skin allergy"
2,female,bengal,4.5,"diarrhea, fever, itching, lethargy, pale gums, red skin, vomiting","anemia, feline panleukopenia, skin allergy"
15,female,persian,4.3,"diarrhea, lethargy, weight loss","feline panleukopenia, worm infestation"
8,female,persian,2.7,"fever, lethargy, pale gums, vomiting","anemia, feline panleukopenia"
7,male,bengal,5.6,"diarrhea, dry gums, fever, increased thirst, sunken eyes, vomiting, weight loss","chronic kidney disease, dehydration, feline panleukopenia"
5,female,siamese,2.7,lethargy,chronic kidney disease
14,male,indian domestic,4.7,"dry gums, increased thirst, lethargy, pale gums, sunken eyes, weakness","anemia, chronic kidney disease, dehydration"
7,male,bengal,4.2,itching,skin allergy
9,female,maine coon,6.0,"hair loss, increased thirst, squinting, weight loss","chronic kidney disease, feline conjunctivitis, skin allergy"
9,female,siamese,5.8,"blood in urine, fever, painful urination, sneezing, squinting","feline conjunctivitis, upper respiratory infection, urinary tract infection"
10,male,maine coon,3.8,"lethargy, loss of appetite",gastritis
15,female,maine coon,6.3,"fever, loss of appetite, nasal discharge, sneezing, vomiting, weakness","anemia, gastritis, upper respiratory infection"
13,male,maine coon,6.9,"bloated abdomen, squinting","feline conjunctivitis, worm infestation"
13,male,siamese,4.1,lethargy,dehydration
13,female,indian domestic,5.7,red eyes,feline conjunctivitis
5,male,bengal,5.9,"bloated abdomen, diarrhea, nasal discharge, sneezing, weight loss","upper respiratory infection, worm infestation"
14,male,siamese,5.8,"diarrhea, eye discharge, fever, lethargy, nasal discharge, red eyes, sneezing","feline conjunctivitis, feline panleukopenia, upper respiratory infection"
1,male,indian domestic,3.7,"fever, frequent urination, nasal discharge, sneezing","upper respiratory infection, urinary tract infection"
6,female,bengal,6.9,"eye discharge, hair loss, itching, lethargy, sunken eyes","dehydration, feline conjunctivitis, skin allergy"
3,male,bengal,3.5,"lethargy, pale gums, weakness","anemia, chronic kidney disease"
8,female,indian domestic,3.2,"fever, vomiting",feline panleukopenia
3,male,maine coon,2.9,"diarrhea, dry gums, fever, lethargy, sunken eyes","dehydration, feline panleukopenia, worm infestation"
15,male,maine coon,4.1,"blood in urine, dry gums, lethargy, weakness","anemia, dehydration, urinary tract infection"
11,male,bengal,6.2,"increased thirst, itching, lethargy, pale gums, weakness","anemia, chronic kidney disease, skin allergy"
13,female,maine coon,7.0,weakness,anemia
2,male,maine coon,3.9,"lethargy, loss of appetite",gastritis
11,male,siamese,5.2,"diarrhea, fever, vomiting, weakness","anemia, feline panleukopenia"
9,female,persian,4.3,"diarrhea, sunken eyes, weight loss","dehydration, worm infestation"
8,male,maine coon,6.8,"lethargy, sunken eyes",dehydration
12,male,persian,3.1,"diarrhea, red skin, weight loss","skin allergy, worm infestation"
2,female,indian domestic,6.5,"bloated abdomen, diarrhea, hair loss, itching, vomiting","feline panleukopenia, skin allergy, worm infestation"
3,female,indian domestic,6.5,"diarrhea, eye discharge, fever, red eyes, squinting","feline conjunctivitis, feline panleukopenia"
11,female,bengal,6.5,"sneezing, weight loss","chronic kidney disease, upper respiratory infection"
5,male,bengal,6.8,"fever, nasal discharge, sneezing",upper respiratory infection
6,female,persian,4.2,"lethargy, red eyes, weakness, weight loss","anemia, chronic kidney disease, feline conjunctivitis"
10,male,maine coon,6.9,"hair loss, itching, painful urination, red eyes, red skin, squinting","feline conjunctivitis, skin allergy, urinary tract infection"
10,female,maine coon,6.4,"increased thirst, lethargy, pale gums, weakness, weight loss","anemia, chronic kidney disease"
6,female,bengal,6.6,"fever, lethargy, pale gums, sneezing, vomiting, weakness","anemia, feline panleukopenia, upper respiratory infection"
4,female,maine coon,5.1,"diarrhea, hair loss, lethargy, red skin","feline panleukopenia, skin allergy"
10,male,siamese,3.8,"painful urination, sneezing, squinting","feline conjunctivitis, upper respiratory infection, urinary tract infection"
10,male,indian domestic,4.0,"bloated abdomen, blood in urine, diarrhea, fever, lethargy, painful urination, vomiting, weight loss","feline panleukopenia, urinary tract infection, worm infestation"
5,male,persian,5.5,"diarrhea, dry gums, sunken eyes, weight loss","dehydration, worm infestation"
10,male,persian,4.9,"bloated abdomen, diarrhea, weakness, weight loss","anemia, worm infestation"
10,male,siamese,6.9,"bloated abdomen, diarrhea, eye discharge, pale gums, red eyes, squinting, weight loss","anemia, feline conjunctivitis, worm infestation"
7,male,persian,2.5,"frequent urination, painful urination, weakness","anemia, urinary tract infection"
11,male,indian domestic,3.1,"lethargy, pale gums",anemia
10,female,persian,3.6,"fever, increased thirst, nasal discharge, sneezing","chronic kidney disease, upper respiratory infection"
1,male,bengal,6.3,"increased thirst, lethargy, weight loss",chronic kidney disease
11,male,maine coon,2.8,"diarrhea, fever, lethargy, vomiting",feline panleukopenia
6,female,bengal,3.4,"diarrhea, fever, hair loss, itching, lethargy, red skin, sunken eyes, vomiting","dehydration, feline panleukopenia, skin allergy"
3,male,indian domestic,4.4,"blood in urine, dry gums, painful urination, sunken eyes","dehydration, urinary tract infection"
10,female,siamese,4.1,sunken eyes,dehydration
2,female,bengal,3.9,"blood in urine, diarrhea, frequent urination","feline panleukopenia, urinary tract infection"
4,female,persian,4.7,"diarrhea, fever, lethargy, nasal discharge, pale gums, vomiting","anemia, feline panleukopenia, upper respiratory infection"
5,female,persian,6.6,"diarrhea, hair loss, itching","skin allergy, worm infestation"
12,male,siamese,3.4,"dry gums, frequent urination, lethargy, nasal discharge, painful urination, sneezing","dehydration, upper respiratory infection, urinary tract infection"
4,female,indian domestic,3.1,"fever, increased thirst, lethargy, sneezing","chronic kidney disease, upper respiratory infection"
4,female,maine coon,4.5,"increased thirst, lethargy, sunken eyes","chronic kidney disease, dehydration"
10,male,siamese,5.0,"dry gums, lethargy, sunken eyes",dehydration
7,male,bengal,3.1,"diarrhea, lethargy, vomiting","anemia, feline panleukopenia"
13,female,siamese,5.5,"bloated abdomen, diarrhea, red eyes, squinting, weight loss","feline conjunctivitis, worm infestation"
12,female,indian domestic,6.5,"hair loss, itching, lethargy, pale gums, red skin","anemia, skin allergy"
10,female,bengal,6.1,"fever, lethargy, nasal discharge, pale gums, sneezing, weakness","anemia, upper respiratory infection"
9,male,bengal,6.9,"lethargy, nasal discharge, weight loss","chronic kidney disease, upper respiratory infection"
9,female,maine coon,3.7,"fever, vomiting","feline panleukopenia, gastritis"
6,female,maine coon,6.8,"bloated abdomen, diarrhea, nasal discharge, weight loss","upper respiratory infection, worm infestation"
3,male,indian domestic,3.2,"increased thirst, lethargy, weight loss",chronic kidney disease
13,male,maine coon,6.2,"dry gums, lethargy, pale gums, weakness","anemia, dehydration, gastritis"
11,female,maine coon,2.8,"increased thirst, lethargy, painful urination, weight loss","chronic kidney disease, urinary tract infection"
8,male,siamese,7.0,"eye discharge, lethargy, squinting","chronic kidney disease, feline conjunctivitis"
3,male,indian domestic,6.6,"diarrhea, eye discharge, lethargy, red eyes, squinting, vomiting","feline conjunctivitis, feline panleukopenia, gastritis"
9,female,indian domestic,5.6,"increased thirst, lethargy, pale gums, weakness, weight loss","anemia, chronic kidney disease"
1,female,siamese,5.1,"diarrhea, fever, lethargy, nasal discharge, vomiting","feline panleukopenia, upper respiratory infection"
4,female,persian,5.3,diarrhea,feline panleukopenia
9,female,persian,5.9,"dry gums, sunken eyes, vomiting","dehydration, feline panleukopenia"
7,female,maine coon,2.9,"dry gums, increased thirst, lethargy, weight loss","chronic kidney disease, dehydration, worm infestation"
4,female,persian,3.5,"bloated abdomen, diarrhea",worm infestation
2,male,indian domestic,4.5,"eye discharge, red eyes, squinting",feline conjunctivitis
3,female,maine coon,4.3,"blood in urine, frequent urination, painful urination",urinary tract infection
2,female,maine coon,4.3,"dry gums, frequent urination, lethargy, painful urination, pale gums, sunken eyes, weakness","anemia, dehydration, urinary tract infection"
1,male,maine coon,5.4,"increased thirst, lethargy, loss of appetite, weight loss","chronic kidney disease, gastritis"
15,female,bengal,4.3,"diarrhea, hair loss, lethargy, red skin, vomiting","feline panleukopenia, skin allergy, worm infestation"
3,male,bengal,6.2,painful urination,urinary tract infection
11,female,siamese,3.8,"bloated abdomen, diarrhea, frequent urination, weight loss","urinary tract infection, worm infestation"
10,female,siamese,5.8,"itching, lethargy, loss of appetite, red skin, vomiting","gastritis, skin allergy"
3,male,siamese,5.8,"diarrhea, dry gums, fever, lethargy, nasal discharge, sneezing, sunken eyes","dehydration, feline panleukopenia, upper respiratory infection"
8,female,maine coon,3.0,lethargy,gastritis
10,male,indian domestic,6.1,lethargy,gastritis
13,male,indian domestic,6.5,"itching, pale gums","anemia, skin allergy"
10,male,bengal,4.8,"diarrhea, fever, lethargy, sunken eyes, vomiting","dehydration, feline panleukopenia"
9,female,bengal,4.2,"frequent urination, hair loss, lethargy, painful urination, pale gums, weakness","anemia, skin allergy, urinary tract infection"
14,female,bengal,3.3,"eye discharge, fever, loss of appetite, red eyes, squinting","feline conjunctivitis, gastritis, upper respiratory infection"
4,female,maine coon,6.1,"fever, lethargy, sneezing","gastritis, upper respiratory infection"
7,male,siamese,5.2,"hair loss, itching, red skin",skin allergy
6,male,persian,4.0,"dry gums, fever, lethargy, nasal discharge, pale gums, sneezing, weakness","anemia, dehydration, upper respiratory infection"
9,male,siamese,3.9,"red eyes, squinting",feline conjunctivitis
13,male,bengal,4.9,"bloated abdomen, blood in urine, frequent urination, nasal discharge, weight loss","upper respiratory infection, urinary tract infection, worm infestation"
12,male,bengal,5.5,"dry gums, increased thirst, lethargy, sunken eyes","chronic kidney disease, dehydration"
10,female,persian,5.3,"blood in urine, frequent urination, painful urination, sunken eyes","dehydration, urinary tract infection"
4,female,bengal,5.5,"diarrhea, weight loss",worm infestation
5,male,maine coon,6.5,nasal discharge,upper respiratory infection
7,male,indian domestic,6.9,"fever, lethargy, loss of appetite, vomiting","feline panleukopenia, gastritis"
10,male,bengal,4.8,painful urination,urinary tract infection
13,female,bengal,5.3,"bloated abdomen, weight loss","chronic kidney disease, worm infestation"
3,male,bengal,5.5,"eye discharge, nasal discharge, red eyes, squinting","feline conjunctivitis, upper respiratory infection"
13,female,persian,5.3,"increased thirst, lethargy, weight loss",chronic kidney disease
5,female,siamese,6.0,frequent urination,urinary tract infection
13,male,maine coon,3.6,"dry gums, lethargy, red eyes, squinting, sunken eyes","dehydration, feline conjunctivitis"
11,female,persian,2.8,"red eyes, squinting",feline conjunctivitis
15,male,siamese,4.3,"blood in urine, dry gums, frequent urination, nasal discharge, painful urination, sneezing","dehydration, upper respiratory infection, urinary tract infection"
9,male,siamese,2.7,"lethargy, sunken eyes, weakness","anemia, dehydration"
5,male,siamese,5.3,blood in urine,urinary tract infection
15,male,bengal,3.6,"lethargy, loss of appetite, weight loss","anemia, chronic kidney disease, gastritis"
6,male,persian,4.5,itching,skin allergy
11,female,siamese,4.0,"bloated abdomen, diarrhea, hair loss, itching, lethargy, loss of appetite, red skin, vomiting, weight loss","gastritis, skin allergy, worm infestation"
11,female,indian domestic,6.9,"dry gums, lethargy, weakness","anemia, dehydration"
8,male,siamese,7.0,"diarrhea, dry gums, fever, lethargy, vomiting","dehydration, feline panleukopenia"
14,female,maine coon,4.7,"lethargy, loss of appetite, vomiting",gastritis
14,female,maine coon,4.4,"diarrhea, fever, lethargy, vomiting, weight loss","feline panleukopenia, worm infestation"
15,male,persian,5.5,"increased thirst, lethargy, loss of appetite, nasal discharge, sneezing, vomiting","chronic kidney disease, gastritis, upper respiratory infection"
15,female,maine coon,5.5,"fever, increased thirst, lethargy, nasal discharge, vomiting, weight loss","chronic kidney disease, feline panleukopenia, upper respiratory infection"
12,male,persian,5.4,"diarrhea, weight loss","feline panleukopenia, worm infestation"
14,female,maine coon,3.2,"bloated abdomen, diarrhea, fever, increased thirst, lethargy, vomiting, weight loss","chronic kidney disease, feline panleukopenia, worm infestation"
14,male,persian,6.1,"dry gums, frequent urination, lethargy, sunken eyes, weight loss","chronic kidney disease, dehydration, urinary tract infection"
11,female,siamese,4.5,"eye discharge, red eyes, squinting",feline conjunctivitis
12,male,siamese,6.1,"hair loss, itching, red skin, sunken eyes","dehydration, skin allergy"
4,male,maine coon,2.6,"dry gums, lethargy, loss of appetite, vomiting","dehydration, gastritis"
11,male,siamese,5.7,"blood in urine, frequent urination, itching, painful urination, red skin","skin allergy, urinary tract infection"
6,male,persian,6.1,bloated abdomen,worm infestation
8,female,bengal,6.8,"diarrhea, fever",feline panleukopenia
10,male,bengal,4.2,"diarrhea, eye discharge, lethargy, red eyes, squinting, vomiting","feline conjunctivitis, feline panleukopenia"
6,female,indian domestic,6.1,"bloated abdomen, diarrhea, lethargy","feline panleukopenia, worm infestation"
8,female,indian domestic,4.2,"dry gums, lethargy, squinting, sunken eyes","dehydration, feline conjunctivitis"
15,female,indian domestic,4.6,"nasal discharge, sneezing",upper respiratory infection
11,female,persian,6.3,"frequent urination, painful urination",urinary tract infection
4,male,maine coon,2.8,"fever, lethargy, nasal discharge, sneezing, vomiting","dehydration, gastritis, upper respiratory infection"
12,female,siamese,5.4,"diarrhea, fever, lethargy, vomiting",feline panleukopenia
7,male,indian domestic,5.6,"diarrhea, hair loss, itching, red skin","skin allergy, worm infestation"
1,male,siamese,5.1,"bloated abdomen, diarrhea, increased thirst, lethargy, weight loss","chronic kidney disease, worm infestation"
3,male,bengal,5.4,"dry gums, frequent urination, hair loss, itching, painful urination, red skin","dehydration, skin allergy, urinary tract infection"
7,male,indian domestic,6.9,"fever, lethargy, loss of appetite, pale gums, vomiting, weakness","anemia, feline panleukopenia, gastritis"
15,male,siamese,5.1,"bloated abdomen, diarrhea, dry gums, weight loss","dehydration, worm infestation"
15,male,siamese,6.6,lethargy,gastritis
9,female,maine coon,4.9,"frequent urination, lethargy, painful urination, weight loss","chronic kidney disease, feline panleukopenia, urinary tract infection"
8,female,siamese,3.6,weight loss,worm infestation
14,male,indian domestic,4.6,"lethargy, loss of appetite, sunken eyes, vomiting","dehydration, gastritis"
13,male,persian,6.1,"blood in urine, diarrhea, frequent urination, painful urination, weight loss","urinary tract infection, worm infestation"
6,female,persian,4.3,loss of appetite,gastritis
14,female,persian,4.0,"bloated abdomen, diarrhea, eye discharge, hair loss, red skin, squinting, weight loss","feline conjunctivitis, skin allergy, worm infestation"
13,male,maine coon,3.4,"fever, red eyes, sneezing","feline conjunctivitis, upper respiratory infection"
3,female,bengal,5.5,blood in urine,urinary tract infection
9,male,bengal,6.0,"blood in urine, frequent urination, hair loss, itching, painful urination","skin allergy, urinary tract infection"
3,female,indian domestic,7.0,"blood in urine, hair loss, red skin","skin allergy, urinary tract infection"
1,female,maine coon,6.2,"blood in urine, diarrhea, hair loss, red skin","skin allergy, urinary tract infection, worm infestation"
12,female,persian,6.7,"blood in urine, painful urination",urinary tract infection
1,female,bengal,5.6,squinting,feline conjunctivitis
14,female,siamese,5.8,"lethargy, loss of appetite, vomiting",gastritis
6,male,maine coon,3.9,"diarrhea, lethargy, pale gums, vomiting, weakness","anemia, gastritis, worm infestation"
9,female,persian,6.7,"diarrhea, fever, increased thirst, lethargy, red eyes, vomiting","chronic kidney disease, feline conjunctivitis, feline panleukopenia"
9,female,maine coon,6.8,"frequent urination, lethargy, pale gums","anemia, urinary tract infection"
11,male,maine coon,4.8,"hair loss, itching, lethargy, pale gums, red skin, weakness","anemia, chronic kidney disease, skin allergy"
1,male,siamese,5.2,"diarrhea, fever, lethargy, vomiting","chronic kidney disease, feline panleukopenia"
5,female,persian,3.3,"bloated abdomen, lethargy, loss of appetite, vomiting","gastritis, worm infestation"
13,female,bengal,3.8,"lethargy, red skin","dehydration, skin allergy"
15,male,maine coon,5.4,"bloated abdomen, diarrhea, increased thirst, lethargy, pale gums, weakness, weight loss","anemia, chronic kidney disease, worm infestation"
10,female,siamese,5.6,"blood in urine, frequent urination, painful urination",urinary tract infection
7,female,maine coon,4.1,"fever, nasal discharge, pale gums, sneezing, weakness, weight loss","anemia, chronic kidney disease, upper respiratory infection"
14,female,siamese,3.5,"bloated abdomen, diarrhea, lethargy, weight loss","feline panleukopenia, worm infestation"
12,female,bengal,6.1,"lethargy, pale gums, vomiting, weakness","anemia, feline panleukopenia"
12,female,maine coon,6.0,vomiting,feline panleukopenia
15,female,siamese,6.4,"diarrhea, lethargy",feline panleukopenia
12,male,maine coon,6.6,"lethargy, loss of appetite, vomiting",gastritis
11,male,persian,3.8,"dry gums, hair loss, itching, lethargy, sunken eyes","dehydration, skin allergy"
3,male,indian domestic,5.1,"increased thirst, lethargy",chronic kidney disease
1,male,maine coon,3.2,"blood in urine, dry gums, frequent urination, lethargy, sunken eyes","anemia, dehydration, urinary tract infection"
5,male,bengal,2.6,"dry gums, fever, pale gums, sunken eyes, weakness","anemia, dehydration, feline panleukopenia"
1,male,persian,3.6,"increased thirst, itching, lethargy, loss of appetite, vomiting","chronic kidney disease, gastritis, skin allergy"
5,male,persian,5.8,frequent urination,urinary tract infection
14,male,bengal,4.7,"eye discharge, lethargy, loss of appetite, red eyes, squinting, weight loss","chronic kidney disease, feline conjunctivitis, gastritis"
2,female,persian,7.0,lethargy,feline panleukopenia
15,female,maine coon,6.0,"fever, lethargy, nasal discharge, pale gums, sneezing, weakness","anemia, upper respiratory infection"
5,female,indian domestic,2.5,"bloated abdomen, lethargy, vomiting","gastritis, worm infestation"
2,female,maine coon,5.1,"diarrhea, fever, lethargy, nasal discharge, sneezing, sunken eyes, vomiting","dehydration, feline panleukopenia, upper respiratory infection"
13,male,maine coon,5.7,"lethargy, loss of appetite, pale gums, weakness","anemia, gastritis"
13,male,siamese,4.0,"hair loss, itching, lethargy, loss of appetite, red skin, vomiting, weakness","anemia, gastritis, skin allergy"
13,male,indian domestic,6.3,"increased thirst, lethargy","chronic kidney disease, gastritis"
6,male,bengal,4.0,"lethargy, loss of appetite, vomiting",gastritis
7,male,persian,5.6,"pale gums, red skin, sunken eyes, weakness","anemia, dehydration, skin allergy"
2,male,maine coon,4.9,"frequent urination, increased thirst, lethargy, weight loss","chronic kidney disease, urinary tract infection"
10,female,siamese,2.6,bloated abdomen,worm infestation
9,male,bengal,2.8,"bloated abdomen, blood in urine, diarrhea, frequent urination, lethargy, painful urination, weight loss","feline panleukopenia, urinary tract infection, worm infestation"
2,male,indian domestic,5.8,blood in urine,urinary tract infection
8,female,indian domestic,4.4,"diarrhea, fever, lethargy, vomiting",feline panleukopenia
14,male,maine coon,5.6,"eye discharge, increased thirst, lethargy, red eyes, squinting, weight loss","chronic kidney disease, dehydration, feline conjunctivitis"
12,male,maine coon,3.0,"blood in urine, frequent urination, lethargy, painful urination, pale gums","anemia, feline panleukopenia, urinary tract infection"
5,female,bengal,6.0,"diarrhea, fever, itching, lethargy, vomiting, weight loss","feline panleukopenia, skin allergy, worm infestation"
12,male,indian domestic,3.8,"diarrhea, pale gums, weakness, weight loss","anemia, worm infestation"
5,female,indian domestic,3.3,"hair loss, increased thirst, itching, lethargy, pale gums, weakness","anemia, chronic kidney disease, skin allergy"
1,female,bengal,5.9,weight loss,chronic kidney disease
3,male,maine coon,6.1,"dry gums, fever, lethargy, nasal discharge, red eyes, sneezing","dehydration, feline conjunctivitis, upper respiratory infection"
6,female,persian,2.6,"lethargy, pale gums, weakness",anemia
15,female,siamese,5.2,"dry gums, fever, itching, lethargy, sunken eyes, vomiting","dehydration, feline panleukopenia, skin allergy"
3,male,maine coon,3.9,"dry gums, lethargy, painful urination, red eyes","dehydration, feline conjunctivitis, urinary tract infection"
14,male,indian domestic,3.3,"eye discharge, nasal discharge, red eyes, sneezing, weight loss","feline conjunctivitis, upper respiratory infection, worm infestation"
13,male,siamese,4.1,"bloated abdomen, increased thirst, lethargy, weight loss","chronic kidney disease, worm infestation"
10,male,maine coon,3.7,"eye discharge, fever, sneezing","feline conjunctivitis, upper respiratory infection"
12,female,siamese,6.4,sunken eyes,dehydration
14,male,maine coon,4.6,"lethargy, sunken eyes, weakness","anemia, dehydration"
9,male,maine coon,2.8,"blood in urine, fever, frequent urination, lethargy, loss of appetite, nasal discharge, painful urination, vomiting","gastritis, upper respiratory infection, urinary tract infection"
2,female,siamese,4.5,"dry gums, lethargy, pale gums, sunken eyes, weakness","anemia, dehydration"
1,female,bengal,5.6,blood in urine,urinary tract infection
12,male,siamese,5.0,lethargy,feline panleukopenia
1,male,siamese,4.6,"bloated abdomen, diarrhea, itching, lethargy, red skin, weight loss","dehydration, skin allergy, worm infestation"
13,female,siamese,4.8,"diarrhea, dry gums, fever, lethargy, red eyes, sunken eyes, vomiting","dehydration, feline conjunctivitis, feline panleukopenia"
4,female,bengal,5.5,"dry gums, increased thirst, lethargy","chronic kidney disease, dehydration"
1,female,persian,4.6,vomiting,feline panleukopenia
8,female,siamese,3.8,"lethargy, loss of appetite",gastritis
15,female,bengal,6.2,"blood in urine, eye discharge, hair loss, itching, red eyes, red skin","feline conjunctivitis, skin allergy, urinary tract infection"
1,female,persian,3.6,squinting,feline conjunctivitis
12,male,maine coon,3.5,"blood in urine, diarrhea, fever, frequent urination, lethargy, painful urination","feline panleukopenia, urinary tract infection, worm infestation"
8,male,indian domestic,4.7,"fever, lethargy, nasal discharge, pale gums, sneezing","anemia, upper respiratory infection"
1,male,persian,2.6,"diarrhea, fever, lethargy, sunken eyes, vomiting","dehydration, feline panleukopenia"
15,female,persian,2.8,"diarrhea, fever, hair loss, itching, painful urination, red skin","feline panleukopenia, skin allergy, urinary tract infection"
4,female,indian domestic,2.8,"bloated abdomen, diarrhea, eye discharge, red eyes, squinting","feline conjunctivitis, worm infestation"
7,male,bengal,5.3,"bloated abdomen, blood in urine, diarrhea, fever, lethargy, vomiting","feline panleukopenia, urinary tract infection, worm infestation"
13,male,maine coon,5.7,"hair loss, itching",skin allergy
15,female,maine coon,3.3,"lethargy, loss of appetite, vomiting",gastritis
14,female,siamese,4.2,"increased thirst, lethargy, pale gums, weakness","anemia, chronic kidney disease"
4,female,indian domestic,4.0,"bloated abdomen, diarrhea, fever, lethargy, nasal discharge, weight loss","feline panleukopenia, upper respiratory infection, worm infestation"
3,female,siamese,6.3,"diarrhea, fever, lethargy, red eyes, vomiting","feline conjunctivitis, feline panleukopenia"
10,male,indian domestic,6.6,weight loss,chronic kidney disease
11,male,persian,4.2,lethargy,anemia
15,female,bengal,2.7,"diarrhea, fever, lethargy, pale gums, squinting, vomiting, weakness","anemia, feline conjunctivitis, feline panleukopenia"
1,female,bengal,6.2,"eye discharge, lethargy, loss of appetite, pale gums, red eyes, squinting, weakness","anemia, feline conjunctivitis, gastritis"
13,male,bengal,3.5,"red skin, sneezing","skin allergy, upper respiratory infection"
3,male,siamese,5.3,red skin,skin allergy
14,male,siamese,4.8,"hair loss, itching, painful urination, red eyes, red skin","feline conjunctivitis, skin allergy, urinary tract infection"
9,female,siamese,4.2,squinting,feline conjunctivitis
8,female,maine coon,4.6,"increased thirst, lethargy",chronic kidney disease
10,female,bengal,4.2,"diarrhea, fever, lethargy, nasal discharge, sneezing, sunken eyes, vomiting","dehydration, feline panleukopenia, upper respiratory infection"
11,female,persian,3.9,"fever, nasal discharge, painful urination, sneezing","upper respiratory infection, urinary tract infection"
3,male,persian,5.7,"blood in urine, frequent urination, painful urination",urinary tract infection
7,female,maine coon,2.8,"bloated abdomen, diarrhea, red skin","skin allergy, worm infestation"
1,female,siamese,6.3,"blood in urine, diarrhea, fever, lethargy, painful urination, pale gums, weakness","anemia, feline panleukopenia, urinary tract infection"
3,female,persian,6.0,"diarrhea, hair loss, red skin","skin allergy, worm infestation"
7,female,persian,5.9,"frequent urination, painful urination",urinary tract infection
1,male,maine coon,3.1,"bloated abdomen, diarrhea, weight loss",worm infestation
6,male,siamese,6.3,"eye discharge, hair loss, itching, red skin, squinting, vomiting","feline conjunctivitis, feline panleukopenia, skin allergy"
13,female,maine coon,6.3,"fever, lethargy, nasal discharge, weight loss","chronic kidney disease, upper respiratory infection"
13,female,bengal,5.0,"blood in urine, diarrhea, frequent urination, increased thirst, lethargy, vomiting","chronic kidney disease, feline panleukopenia, urinary tract infection"
11,female,maine coon,6.0,dry gums,dehydration
11,female,indian domestic,5.0,"diarrhea, lethargy, weight loss","gastritis, worm infestation"
12,male,maine coon,6.7,"bloated abdomen, blood in urine, diarrhea, painful urination, weight loss","urinary tract infection, worm infestation"
9,male,indian domestic,6.0,"diarrhea, fever, lethargy, pale gums, vomiting, weakness","anemia, feline panleukopenia, worm infestation"
14,female,indian domestic,3.5,"bloated abdomen, fever, loss of appetite, vomiting, weight loss","gastritis, upper respiratory infection, worm infestation"
14,female,bengal,2.7,"increased thirst, lethargy, weight loss",chronic kidney disease
9,male,siamese,5.6,"eye discharge, nasal discharge, red eyes","feline conjunctivitis, upper respiratory infection"
9,female,bengal,3.5,"diarrhea, fever, hair loss, itching, red skin, vomiting","feline panleukopenia, skin allergy"
4,male,maine coon,5.6,"eye discharge, red eyes, squinting",feline conjunctivitis
11,male,persian,4.6,"increased thirst, weight loss",chronic kidney disease
13,female,maine coon,2.8,"dry gums, increased thirst, lethargy, sunken eyes, weight loss","chronic kidney disease, dehydration"
9,male,siamese,3.3,"lethargy, pale gums, weakness",anemia
1,female,indian domestic,3.4,"dry gums, increased thirst, lethargy, loss of appetite, sunken eyes, vomiting, weight loss","chronic kidney disease, dehydration, gastritis"
11,female,maine coon,4.9,"blood in urine, eye discharge, painful urination, squinting","feline conjunctivitis, urinary tract infection"
14,female,bengal,6.2,sunken eyes,dehydration
10,female,siamese,4.4,"frequent urination, hair loss, lethargy, painful urination, vomiting","gastritis, skin allergy, urinary tract infection"
5,male,indian domestic,3.2,"dry gums, lethargy, loss of appetite, sunken eyes, vomiting","dehydration, gastritis"
11,male,siamese,3.4,squinting,feline conjunctivitis
6,male,maine coon,6.3,"blood in urine, painful urination",urinary tract infection
6,female,siamese,5.2,"lethargy, sunken eyes, vomiting","dehydration, feline panleukopenia"
15,male,bengal,3.9,"blood in urine, dry gums, frequent urination, painful urination, pale gums","anemia, dehydration, urinary tract infection"
6,male,maine coon,5.7,itching,skin allergy
1,female,indian domestic,5.6,"bloated abdomen, diarrhea, lethargy, sunken eyes","dehydration, worm infestation"
9,male,indian domestic,3.6,"lethargy, loss of appetite, vomiting","anemia, gastritis"
2,female,siamese,4.9,"hair loss, increased thirst, itching, lethargy, pale gums, red skin, weakness, weight loss","anemia, chronic kidney disease, skin allergy"
7,female,bengal,5.0,itching,skin allergy
4,male,indian domestic,6.0,"itching, red skin",skin allergy
14,female,maine coon,4.7,"lethargy, loss of appetite, vomiting, weakness","anemia, gastritis"
1,female,bengal,3.1,"pale gums, weakness",anemia
8,male,maine coon,3.2,"dry gums, fever, lethargy, sneezing, sunken eyes","dehydration, upper respiratory infection"
8,female,siamese,6.4,"blood in urine, eye discharge, painful urination, pale gums, red eyes, squinting","anemia, feline conjunctivitis, urinary tract infection"
6,male,persian,3.4,hair loss,skin allergy
10,female,bengal,6.9,"increased thirst, weight loss",chronic kidney disease
12,female,maine coon,3.7,"diarrhea, fever, lethargy, nasal discharge, pale gums, sneezing, vomiting, weakness","anemia, feline panleukopenia, upper respiratory infection"
1,male,indian domestic,5.2,squinting,feline conjunctivitis
7,female,siamese,2.9,"lethargy, pale gums",anemia
11,female,indian domestic,4.8,squinting,feline conjunctivitis
13,female,siamese,4.9,"eye discharge, fever, lethargy, pale gums, red eyes, squinting","anemia, feline conjunctivitis, feline panleukopenia"
5,male,bengal,6.6,red skin,skin allergy
9,male,siamese,4.1,"diarrhea, fever, lethargy, vomiting",feline panleukopenia
