Animal_Type,Breed,Age,Gender,Weight,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Duration,Nasal_Discharge,Eye_Discharge,Appetite_Loss,Vomiting,Diarrhea,Coughing,Labored_Breathing,Lameness,Skin_Lesions,Body_Temperature,Heart_Rate,Disease_Prediction
Cat,Persian,19.2,Male,3.0,weight loss,,,vomiting,145 days,No,No,Yes,Yes,No,No,Yes,No,No,38.0°C,137,Chronic Kidney Disease
Cat,Mixed,3.5,Female,4.7,pawing at mouth,,appetite loss,,255 days,No,No,Yes,Yes,No,No,No,No,No,38.4°C,135,Dental Disease
Cat,Birman,20.0,Female,3.3,lethargy,vomiting,increased urination,,127 days,No,No,No,No,No,No,No,No,No,38.1°C,142,Chronic Kidney Disease
Cat,Persian,3.0,Female,4.8,fever,coughing,,,4 days,No,No,Yes,No,No,Yes,No,No,No,40.1°C,139,Upper Respiratory Infection
Cat,Birman,2.9,Male,6.0,licking genitals,urinating outside box,licking genitals,,7 days,No,No,Yes,Yes,No,No,No,No,No,39.0°C,132,Feline Lower Urinary Tract Disease
Cat,American Shorthair,19.7,Male,3.9,increased urination,vomiting,,,106 days,Yes,No,Yes,No,Yes,No,No,No,No,38.5°C,149,Chronic Kidney Disease
Cat,Domestic Shorthair,11.8,Female,4.9,bad breath,,,,194 days,No,No,Yes,Yes,No,No,No,No,No,38.1°C,137,Dental Disease
Cat,Persian,1.0,Female,5.2,severe diarrhea,,vomiting,,5 days,No,No,Yes,Yes,Yes,No,No,No,No,41.4°C,232,Panleukopenia
Cat,Mixed,5.5,Male,6.0,lethargy,fever,,,61 days,No,No,Yes,No,No,No,Yes,No,No,39.5°C,157,Feline Leukemia Virus
Cat,Persian,6.0,Female,6.3,bad breath,appetite loss,,,129 days,No,No,No,Yes,No,No,No,No,No,38.8°C,127,Dental Disease
Cat,Siamese,11.6,Male,3.2,vomiting,fever,,,1 days,No,No,No,Yes,Yes,No,No,No,No,39.1°C,123,Gastroenteritis
Cat,Scottish Fold,16.7,Female,4.4,weight loss,diarrhea,vomiting,,99 days,No,No,No,No,No,No,No,No,Yes,39.2°C,222,Hyperthyroidism
Cat,Scottish Fold,1.4,Female,4.3,abdominal pain,,dehydration,,5 days,Yes,No,No,Yes,Yes,No,No,No,No,39.3°C,166,Gastroenteritis
Cat,Russian Blue,11.1,Male,3.6,lethargy,,,,7 days,No,No,Yes,Yes,Yes,No,No,No,No,39.4°C,139,Gastroenteritis
Cat,Oriental,8.3,Male,5.2,diarrhea,fever,diarrhea,,7 days,No,No,No,Yes,Yes,No,No,No,No,38.9°C,197,Gastroenteritis
Cat,Siamese,4.8,Female,4.0,diarrhea,poor coat,diarrhea,,78 days,No,No,Yes,Yes,No,No,No,No,No,38.3°C,197,Inflammatory Bowel Disease
Cat,Persian,6.4,Male,4.0,increased thirst,poor coat,weakness,weight loss,143 days,No,No,No,Yes,No,No,No,No,No,37.8°C,140,Diabetes Mellitus
Cat,Ragdoll,10.9,Male,5.6,bad breath,,,,111 days,No,No,Yes,No,Yes,No,No,No,No,38.6°C,127,Dental Disease
Cat,Russian Blue,14.0,Male,5.7,bad breath,,bleeding gums,,203 days,No,No,Yes,No,No,No,No,No,No,38.6°C,193,Dental Disease
Cat,Persian,10.0,Female,3.0,increased thirst,poor appetite,,,172 days,No,Yes,No,Yes,Yes,No,Yes,No,No,37.8°C,121,Chronic Kidney Disease
Cat,Maine Coon,15.4,Male,5.8,increased thirst,,,,60 days,No,No,Yes,Yes,Yes,No,No,No,No,38.5°C,178,Chronic Kidney Disease
Cat,American Shorthair,5.9,Female,4.9,lethargy,fever,,,280 days,Yes,No,Yes,No,No,No,No,No,No,39.4°C,137,Feline Leukemia Virus
Cat,British Shorthair,10.5,Female,5.9,sneezing,,,,14 days,Yes,Yes,No,No,No,No,No,No,No,39.7°C,141,Upper Respiratory Infection
Cat,Russian Blue,2.3,Female,5.0,frequent urination,urinating outside box,,licking genitals,3 days,No,No,Yes,No,No,No,No,No,No,39.1°C,122,Feline Lower Urinary Tract Disease
Cat,Abyssinian,5.6,Male,3.4,nasal discharge,coughing,,,13 days,No,Yes,No,No,No,No,No,No,No,39.8°C,146,Upper Respiratory Infection
Cat,Abyssinian,5.6,Female,3.7,abdominal pain,appetite loss,,,3 days,No,No,Yes,Yes,Yes,No,No,No,No,39.2°C,193,Gastroenteritis
Cat,Sphynx,13.6,Female,3.5,weight loss,lethargy,,,195 days,No,No,No,No,No,No,No,No,No,38.8°C,181,Diabetes Mellitus
Cat,Oriental,9.5,Male,3.8,bad breath,weight loss,,,280 days,No,No,No,No,No,No,No,No,No,38.7°C,157,Dental Disease
Cat,Maine Coon,4.2,Male,8.6,lethargy,fever,abdominal pain,,4 days,No,No,No,Yes,Yes,No,No,No,No,38.5°C,132,Gastroenteritis
Cat,Persian,5.4,Male,4.3,diarrhea,appetite loss,,lethargy,6 days,No,No,Yes,Yes,Yes,No,No,No,No,38.8°C,163,Gastroenteritis
Cat,Sphynx,13.7,Male,4.8,sneezing,,sneezing,,14 days,Yes,Yes,No,No,No,No,No,No,No,40.4°C,183,Upper Respiratory Infection
Cat,Bengal,10.0,Male,3.3,weight loss,poor coat,poor coat,,286 days,Yes,No,No,Yes,Yes,No,Yes,No,No,39.1°C,185,Hyperthyroidism
Cat,Persian,9.9,Female,4.0,poor appetite,,gas,,123 days,No,No,Yes,Yes,No,No,No,No,No,38.0°C,171,Inflammatory Bowel Disease
Cat,Scottish Fold,7.8,Female,6.4,abdominal pain,fever,,,3 days,No,No,Yes,Yes,No,No,No,No,No,39.2°C,189,Gastroenteritis
Cat,Domestic Shorthair,4.6,Male,6.2,chronic vomiting,gas,gas,,102 days,No,No,Yes,Yes,Yes,No,No,No,No,38.4°C,168,Inflammatory Bowel Disease
Cat,Siamese,10.8,Male,4.5,sneezing,coughing,,,8 days,Yes,Yes,No,No,No,No,No,No,No,39.7°C,195,Upper Respiratory Infection
Cat,Birman,14.1,Female,4.7,wheezing,exercise intolerance,,,254 days,Yes,No,No,No,No,Yes,Yes,No,No,38.3°C,189,Asthma
Cat,British Shorthair,6.4,Male,3.8,wheezing,open-mouth breathing,,,159 days,No,No,No,No,No,Yes,Yes,No,No,38.4°C,154,Asthma
Cat,Oriental,7.7,Female,4.1,increased thirst,weakness,,,91 days,No,No,No,Yes,Yes,No,Yes,No,No,38.1°C,177,Diabetes Mellitus
Cat,Sphynx,5.3,Female,5.5,poor appetite,poor coat,weight loss,,74 days,No,No,Yes,Yes,Yes,No,No,No,No,37.9°C,127,Inflammatory Bowel Disease
Cat,Sphynx,11.6,Female,3.3,weight loss,poor appetite,,,150 days,No,Yes,No,No,No,No,No,No,No,37.8°C,160,Chronic Kidney Disease
Cat,Domestic Shorthair,11.8,Male,5.3,pawing at mouth,,drooling,drooling,108 days,No,No,Yes,No,No,No,No,No,No,38.0°C,197,Dental Disease
Cat,British Shorthair,2.5,Male,5.0,infections,enlarged lymph nodes,,,354 days,No,Yes,Yes,No,No,Yes,No,No,No,38.9°C,125,Feline Leukemia Virus
Cat,Abyssinian,15.5,Female,3.6,weight loss,poor coat,increased appetite,,69 days,No,No,No,Yes,Yes,No,Yes,No,No,38.6°C,235,Hyperthyroidism
Cat,Persian,14.6,Male,4.6,difficulty eating,appetite loss,bleeding gums,,127 days,No,No,Yes,No,No,No,No,No,No,38.3°C,134,Dental Disease
Cat,Siamese,7.6,Female,5.2,blood in urine,,,,4 days,No,No,No,No,No,No,No,No,No,38.9°C,148,Feline Lower Urinary Tract Disease
Cat,Mixed,0.9,Female,5.7,lethargy,appetite loss,,,4 days,No,No,Yes,No,Yes,No,No,No,No,39.8°C,131,Gastroenteritis
Cat,Oriental,13.1,Male,3.8,increased urination,poor appetite,vomiting,,170 days,No,Yes,Yes,Yes,Yes,No,No,No,No,38.2°C,194,Chronic Kidney Disease
Cat,Maine Coon,3.6,Male,7.8,sneezing,lethargy,,,14 days,Yes,Yes,Yes,No,No,No,No,No,No,40.1°C,176,Upper Respiratory Infection
Cat,Abyssinian,10.0,Female,3.6,weight loss,increased thirst,,,240 days,No,No,No,Yes,Yes,No,No,No,No,38.9°C,215,Hyperthyroidism
Cat,British Shorthair,5.2,Female,5.4,vomiting,appetite loss,,,4 days,No,No,No,Yes,Yes,No,No,No,No,39.2°C,139,Gastroenteritis
Cat,Russian Blue,10.2,Female,5.4,scratching,excessive grooming,skin lesions,,116 days,No,No,No,Yes,No,No,No,No,Yes,38.4°C,169,Skin Allergies
Cat,Mixed,8.0,Male,5.0,increased appetite,poor coat,increased thirst,,191 days,Yes,No,No,No,No,No,No,No,No,38.2°C,177,Diabetes Mellitus
Cat,Bengal,3.7,Female,3.6,nasal discharge,,,,13 days,Yes,Yes,No,Yes,No,Yes,No,No,No,39.7°C,155,Upper Respiratory Infection
Cat,British Shorthair,2.4,Female,4.6,diarrhea,,,,153 days,No,No,Yes,Yes,No,No,No,No,No,38.3°C,176,Inflammatory Bowel Disease
Cat,Russian Blue,12.3,Female,5.9,sneezing,lethargy,fever,,11 days,Yes,No,Yes,No,No,No,No,No,No,40.5°C,193,Upper Respiratory Infection
Cat,Persian,12.8,Male,5.1,drooling,weight loss,,weight loss,193 days,No,No,Yes,No,No,No,No,No,No,38.5°C,138,Dental Disease
Cat,Ragdoll,5.6,Male,9.3,blood in urine,crying while urinating,,,10 days,No,No,Yes,Yes,No,No,No,No,No,38.6°C,190,Feline Lower Urinary Tract Disease
Cat,Birman,14.0,Female,4.5,increased thirst,vomiting,,,150 days,No,No,Yes,Yes,No,No,No,No,No,37.8°C,198,Chronic Kidney Disease
Cat,Siamese,0.2,Female,2.8,nasal discharge,,fever,,4 days,Yes,No,No,Yes,No,Yes,No,No,No,39.6°C,195,Upper Respiratory Infection
Cat,Scottish Fold,8.5,Male,5.7,diarrhea,fever,dehydration,,6 days,No,No,Yes,No,Yes,No,No,No,No,38.5°C,194,Gastroenteritis
Cat,Domestic Shorthair,8.5,Male,4.8,lethargy,bad breath,lethargy,,49 days,Yes,No,Yes,No,No,No,No,No,No,37.7°C,148,Chronic Kidney Disease
Cat,American Shorthair,0.2,Male,6.8,high fever,weakness,,,2 days,Yes,No,Yes,Yes,Yes,No,No,No,No,40.2°C,195,Panleukopenia
Cat,Abyssinian,4.2,Male,5.1,infections,fever,infections,weight loss,341 days,No,No,Yes,Yes,No,No,No,No,No,39.4°C,162,Feline Leukemia Virus
Cat,Oriental,15.3,Male,3.9,weight loss,poor appetite,increased thirst,,170 days,No,No,Yes,Yes,Yes,No,No,No,No,38.5°C,152,Chronic Kidney Disease
Cat,Sphynx,2.1,Female,5.1,itching,excessive grooming,itching,,106 days,No,No,No,No,No,No,No,No,Yes,38.6°C,195,Skin Allergies
Cat,Scottish Fold,13.9,Female,3.2,weight loss,,,,285 days,No,No,No,Yes,No,No,No,No,No,39.0°C,195,Hyperthyroidism
Cat,Ragdoll,5.0,Male,8.3,fever,lethargy,,,3 days,Yes,Yes,Yes,Yes,No,No,No,No,No,40.3°C,126,Upper Respiratory Infection
Cat,Scottish Fold,8.9,Male,3.9,increased urination,,increased thirst,,97 days,No,No,Yes,Yes,Yes,No,No,No,No,38.3°C,162,Chronic Kidney Disease
Cat,Persian,11.0,Female,3.7,itching,,itching,,136 days,Yes,No,No,No,No,No,No,No,Yes,38.2°C,186,Skin Allergies
Cat,Maine Coon,4.3,Male,4.9,nasal discharge,,,,5 days,Yes,Yes,No,No,Yes,Yes,No,No,No,39.7°C,132,Upper Respiratory Infection
Cat,Russian Blue,4.7,Male,5.5,vomiting,dehydration,,,3 days,No,No,Yes,Yes,Yes,No,No,No,No,39.1°C,120,Gastroenteritis
Cat,American Shorthair,5.4,Female,4.5,abdominal pain,,appetite loss,,6 days,No,No,Yes,Yes,Yes,No,No,No,No,39.6°C,131,Gastroenteritis
Cat,Maine Coon,19.8,Female,5.7,increased thirst,,lethargy,weight loss,93 days,No,No,Yes,Yes,No,No,No,No,No,38.6°C,167,Chronic Kidney Disease
Cat,Mixed,9.4,Female,6.9,lethargy,appetite loss,abdominal pain,,5 days,No,No,Yes,Yes,No,No,No,No,No,38.8°C,169,Gastroenteritis
Cat,American Shorthair,11.0,Male,3.2,vomiting,increased thirst,increased appetite,,340 days,No,No,No,No,Yes,No,No,No,No,38.9°C,186,Hyperthyroidism
Cat,Scottish Fold,10.8,Male,4.1,increased thirst,poor appetite,poor appetite,increased thirst,55 days,No,No,Yes,No,Yes,No,No,No,No,37.6°C,141,Chronic Kidney Disease
Cat,Oriental,7.6,Male,4.4,infections,enlarged lymph nodes,,infections,200 days,No,Yes,No,No,No,Yes,No,No,No,38.8°C,155,Feline Leukemia Virus
Cat,Birman,7.7,Male,5.4,pawing at mouth,,weight loss,,101 days,No,No,No,No,No,No,No,No,No,38.1°C,134,Dental Disease
Cat,Sphynx,8.8,Female,4.8,lethargy,fever,,,5 days,No,No,Yes,Yes,No,No,No,No,No,39.0°C,151,Gastroenteritis
Cat,British Shorthair,12.9,Male,2.8,weight loss,lethargy,,,276 days,No,No,No,No,No,Yes,No,No,No,38.5°C,129,Diabetes Mellitus
Cat,Bengal,3.5,Male,7.0,bad breath,,,,365 days,No,No,Yes,Yes,No,No,No,No,No,38.4°C,173,Dental Disease
Cat,Mixed,7.9,Male,4.7,bad breath,bleeding gums,,,92 days,No,No,Yes,No,No,No,No,No,No,38.3°C,129,Dental Disease
Cat,Birman,13.7,Female,4.4,weight loss,,,,225 days,No,No,No,Yes,No,No,Yes,No,No,38.8°C,234,Hyperthyroidism
Cat,Maine Coon,13.9,Female,6.9,bad breath,,,pawing at mouth,353 days,No,No,Yes,No,No,No,No,No,No,38.4°C,157,Dental Disease
Cat,Ragdoll,5.9,Male,7.5,pawing at mouth,weight loss,pawing at mouth,,325 days,No,No,Yes,Yes,No,No,No,No,No,38.3°C,172,Dental Disease
Cat,Sphynx,4.5,Male,4.5,frequent urination,urinating outside box,,,13 days,No,No,Yes,No,No,No,No,No,No,38.9°C,155,Feline Lower Urinary Tract Disease
Cat,Mixed,9.8,Female,4.3,increased urination,lethargy,,,351 days,No,No,No,No,No,No,No,No,No,38.7°C,143,Diabetes Mellitus
Cat,Birman,12.6,Male,3.4,hyperactivity,diarrhea,,vomiting,71 days,No,No,No,No,Yes,No,Yes,No,No,39.5°C,206,Hyperthyroidism
Cat,British Shorthair,12.4,Male,5.3,bad breath,weight loss,bleeding gums,,307 days,No,No,No,No,No,No,No,No,No,38.4°C,134,Dental Disease
Cat,Domestic Shorthair,2.3,Male,3.7,nasal discharge,lethargy,,,8 days,Yes,Yes,Yes,No,No,Yes,No,No,No,39.8°C,197,Upper Respiratory Infection
Cat,Ragdoll,13.7,Female,5.0,difficulty eating,weight loss,bleeding gums,,193 days,No,No,No,No,No,No,No,No,No,38.2°C,166,Dental Disease
Cat,Scottish Fold,9.4,Male,4.6,wheezing,rapid breathing,coughing,coughing,321 days,No,No,No,No,No,Yes,Yes,No,No,38.7°C,153,Asthma
Cat,Scottish Fold,1.2,Female,4.7,severe diarrhea,dehydration,,,6 days,No,No,Yes,Yes,Yes,No,No,No,No,40.3°C,215,Panleukopenia
Cat,Siamese,1.9,Male,4.8,licking genitals,,blood in urine,licking genitals,11 days,No,No,Yes,No,No,No,No,No,No,38.3°C,155,Feline Lower Urinary Tract Disease
Cat,Mixed,10.1,Male,5.2,vomiting,appetite loss,dehydration,,5 days,No,No,No,Yes,Yes,No,No,No,No,38.6°C,171,Gastroenteritis
Cat,Bengal,8.2,Female,3.5,increased thirst,,increased thirst,,86 days,No,No,Yes,No,No,No,No,No,No,38.1°C,183,Chronic Kidney Disease
Cat,Maine Coon,12.6,Female,8.3,difficulty eating,,,,138 days,No,Yes,Yes,Yes,No,No,No,No,No,38.3°C,133,Dental Disease
Cat,Abyssinian,13.0,Female,3.8,increased thirst,poor appetite,,,71 days,No,No,Yes,No,No,No,No,No,No,38.0°C,148,Chronic Kidney Disease
Cat,Abyssinian,9.3,Male,3.3,difficulty eating,appetite loss,,weight loss,337 days,Yes,No,Yes,No,No,No,No,No,No,38.7°C,142,Dental Disease
Cat,Abyssinian,7.3,Male,4.7,scratching,excessive grooming,,scabs,104 days,No,No,No,No,No,No,No,No,Yes,38.1°C,125,Skin Allergies
Cat,Russian Blue,9.1,Male,3.2,hyperactivity,poor coat,weight loss,,61 days,No,Yes,No,No,Yes,No,Yes,No,No,39.2°C,224,Hyperthyroidism
Cat,Scottish Fold,11.5,Female,3.7,vomiting,increased thirst,increased appetite,,206 days,No,No,No,Yes,No,No,No,No,No,39.3°C,229,Hyperthyroidism
Cat,Abyssinian,4.5,Female,4.8,fever,,coughing,,8 days,Yes,Yes,No,No,No,No,No,No,No,39.6°C,142,Upper Respiratory Infection
Cat,Russian Blue,1.6,Female,3.6,straining to urinate,lethargy,,,8 days,No,No,No,Yes,No,No,No,No,No,38.7°C,169,Feline Lower Urinary Tract Disease
Cat,Bengal,2.8,Female,3.9,licking genitals,,,,4 days,No,No,No,No,No,No,No,No,No,38.8°C,144,Feline Lower Urinary Tract Disease
Cat,Persian,6.9,Male,4.9,nasal discharge,appetite loss,nasal discharge,,9 days,Yes,Yes,Yes,No,No,Yes,No,No,No,39.6°C,190,Upper Respiratory Infection
Cat,Russian Blue,5.2,Female,5.6,abdominal pain,fever,,,7 days,No,No,No,Yes,Yes,No,No,No,No,39.6°C,167,Gastroenteritis
Cat,Maine Coon,2.9,Female,6.7,nasal discharge,coughing,,lethargy,9 days,Yes,Yes,No,No,No,No,No,No,No,40.3°C,193,Upper Respiratory Infection
Cat,Abyssinian,0.1,Male,3.5,vomiting,appetite loss,,,4 days,No,No,Yes,Yes,Yes,No,No,No,No,41.1°C,191,Panleukopenia
Cat,Ragdoll,7.3,Female,7.6,blood in urine,,lethargy,,4 days,No,No,No,No,No,No,No,No,No,38.8°C,120,Feline Lower Urinary Tract Disease
Cat,Abyssinian,1.1,Female,4.2,lethargy,,,,2 days,No,No,Yes,Yes,Yes,No,No,No,No,40.2°C,195,Panleukopenia
Cat,Russian Blue,8.5,Male,6.5,abdominal pain,fever,lethargy,,6 days,No,No,Yes,Yes,Yes,No,No,No,No,38.6°C,137,Gastroenteritis
Cat,Domestic Shorthair,0.8,Male,5.8,hair loss,red skin,,scabs,153 days,No,No,No,No,No,No,No,No,Yes,38.6°C,197,Skin Allergies
Cat,Birman,16.1,Male,4.0,weight loss,poor appetite,vomiting,,173 days,No,No,Yes,No,Yes,No,No,No,No,37.6°C,192,Chronic Kidney Disease
Cat,Abyssinian,10.0,Male,5.3,itching,,,,135 days,No,No,No,No,No,No,No,No,Yes,38.5°C,124,Skin Allergies
Cat,Russian Blue,0.2,Male,3.5,lethargy,appetite loss,,,4 days,No,No,Yes,Yes,Yes,No,No,No,No,40.9°C,180,Panleukopenia
Cat,Sphynx,5.8,Female,4.8,fever,coughing,,sneezing,5 days,Yes,Yes,No,No,No,No,No,No,No,39.9°C,133,Upper Respiratory Infection
Cat,Mixed,12.5,Female,5.3,increased thirst,,,lethargy,142 days,No,No,Yes,No,Yes,No,No,No,No,37.9°C,188,Chronic Kidney Disease
Cat,Ragdoll,4.6,Female,7.3,lethargy,fever,,,3 days,No,No,Yes,Yes,Yes,No,No,No,No,39.1°C,181,Gastroenteritis
Cat,Persian,15.9,Male,3.9,lethargy,poor appetite,increased urination,,81 days,Yes,No,Yes,Yes,No,No,No,No,No,38.3°C,152,Chronic Kidney Disease
Cat,Russian Blue,17.5,Female,4.1,increased urination,poor appetite,lethargy,,91 days,Yes,No,No,No,Yes,No,No,No,No,37.5°C,178,Chronic Kidney Disease
Cat,Ragdoll,7.7,Male,8.1,weight loss,,anemia,,125 days,No,No,Yes,No,Yes,No,Yes,No,Yes,38.6°C,138,Feline Leukemia Virus
Cat,British Shorthair,3.9,Male,5.5,chronic vomiting,gas,,poor coat,144 days,No,No,Yes,No,Yes,No,No,No,No,37.9°C,166,Inflammatory Bowel Disease
Cat,Sphynx,9.7,Female,4.7,weight loss,,poor coat,,90 days,No,No,Yes,Yes,Yes,No,No,No,No,38.5°C,166,Inflammatory Bowel Disease
Cat,Bengal,11.5,Male,4.3,vomiting,dehydration,appetite loss,,1 days,No,No,No,Yes,Yes,No,No,No,No,39.7°C,124,Gastroenteritis
Cat,Siamese,1.5,Male,4.8,infections,,,,238 days,No,No,Yes,No,No,No,No,No,No,39.0°C,184,Feline Leukemia Virus
Cat,Ragdoll,12.9,Female,4.0,hyperactivity,poor coat,,vomiting,184 days,No,No,No,No,Yes,No,No,No,Yes,38.7°C,240,Hyperthyroidism
Cat,Bengal,12.4,Male,4.6,wheezing,exercise intolerance,,rapid breathing,88 days,No,No,Yes,Yes,No,Yes,Yes,No,No,38.3°C,126,Asthma
Cat,Russian Blue,11.9,Female,4.5,eye discharge,,fever,fever,13 days,Yes,Yes,No,No,No,Yes,No,No,No,40.1°C,145,Upper Respiratory Infection
Cat,Siamese,3.7,Male,2.8,difficulty eating,,,,31 days,No,No,No,No,No,No,No,No,No,38.1°C,189,Dental Disease
Cat,American Shorthair,7.7,Male,3.8,itching,scabs,,,122 days,No,No,No,No,No,No,No,No,Yes,38.5°C,186,Skin Allergies
Cat,Domestic Shorthair,11.7,Female,6.8,fever,lethargy,nasal discharge,,4 days,Yes,Yes,Yes,No,No,Yes,No,No,No,40.1°C,199,Upper Respiratory Infection
Cat,Maine Coon,13.6,Male,7.6,increased appetite,increased thirst,,poor coat,242 days,No,No,No,No,Yes,No,Yes,No,No,39.4°C,222,Hyperthyroidism
Cat,Oriental,9.7,Male,3.4,weight loss,,increased appetite,poor coat,357 days,No,No,No,Yes,No,No,No,No,No,38.5°C,144,Diabetes Mellitus
Cat,Sphynx,17.5,Male,4.9,increased appetite,increased thirst,poor coat,,60 days,No,No,No,Yes,No,No,No,No,No,38.9°C,218,Hyperthyroidism
Cat,Sphynx,3.3,Female,6.5,drooling,bleeding gums,,,67 days,No,No,Yes,No,No,No,No,No,No,38.5°C,137,Dental Disease
Cat,Domestic Shorthair,8.8,Female,4.2,licking genitals,,,crying while urinating,8 days,No,No,Yes,Yes,No,No,No,No,No,39.2°C,191,Feline Lower Urinary Tract Disease
Cat,Bengal,10.7,Female,6.6,bad breath,bleeding gums,,,106 days,No,Yes,Yes,No,No,No,No,No,No,38.5°C,196,Dental Disease
Cat,Maine Coon,10.0,Male,4.7,increased thirst,vomiting,,increased thirst,157 days,No,Yes,Yes,Yes,Yes,No,No,No,No,38.2°C,166,Chronic Kidney Disease
Cat,Oriental,11.9,Female,5.4,vomiting,appetite loss,,dehydration,3 days,No,No,No,Yes,Yes,No,No,No,No,38.8°C,167,Gastroenteritis
Cat,Abyssinian,3.7,Male,4.7,lethargy,fever,,,3 days,No,No,Yes,Yes,Yes,No,No,No,No,39.6°C,183,Gastroenteritis
Cat,Sphynx,6.5,Female,3.8,lethargy,fever,,dehydration,3 days,No,No,No,Yes,Yes,No,No,No,No,39.8°C,175,Gastroenteritis
Cat,Birman,13.1,Female,3.3,labored breathing,rapid breathing,,,308 days,No,No,No,No,Yes,Yes,Yes,No,No,38.6°C,192,Asthma
Cat,Bengal,3.6,Female,6.2,eye discharge,,eye discharge,,13 days,Yes,Yes,Yes,No,No,No,Yes,No,No,40.2°C,120,Upper Respiratory Infection
Cat,Abyssinian,1.0,Male,4.5,severe diarrhea,dehydration,,,4 days,No,No,Yes,Yes,Yes,No,No,No,No,41.1°C,237,Panleukopenia
Cat,Maine Coon,9.9,Male,7.0,nasal discharge,coughing,appetite loss,,11 days,Yes,Yes,No,No,No,No,No,No,No,40.1°C,164,Upper Respiratory Infection
Cat,Abyssinian,10.4,Male,4.0,increased thirst,poor appetite,,,107 days,No,No,No,Yes,No,Yes,No,No,No,38.6°C,173,Chronic Kidney Disease
Cat,Ragdoll,10.5,Female,4.7,weight loss,poor coat,,,145 days,No,No,No,No,Yes,No,Yes,No,No,38.9°C,180,Hyperthyroidism
Cat,Mixed,4.8,Male,4.3,licking genitals,,blood in urine,crying while urinating,7 days,No,No,No,Yes,No,No,No,No,No,39.1°C,136,Feline Lower Urinary Tract Disease
Cat,Birman,5.6,Female,5.1,scratching,excessive grooming,,,149 days,No,No,Yes,No,No,No,No,No,Yes,38.5°C,151,Skin Allergies
Cat,Abyssinian,18.2,Male,2.4,increased urination,,,,124 days,No,No,Yes,Yes,No,No,Yes,No,No,38.7°C,186,Chronic Kidney Disease
Cat,Ragdoll,6.0,Female,8.3,bad breath,bleeding gums,difficulty eating,,329 days,No,No,Yes,No,No,No,No,No,No,38.1°C,163,Dental Disease
Cat,Mixed,5.6,Female,3.7,pawing at mouth,,appetite loss,,287 days,No,No,Yes,Yes,No,No,No,No,No,38.5°C,175,Dental Disease
Cat,Siamese,3.5,Male,4.3,infections,,anemia,poor appetite,101 days,No,Yes,Yes,Yes,Yes,No,Yes,No,No,39.7°C,151,Feline Leukemia Virus
Cat,Scottish Fold,14.0,Male,4.4,weight loss,lethargy,,,261 days,No,Yes,No,Yes,Yes,No,No,No,No,38.3°C,164,Diabetes Mellitus
Cat,Siamese,0.4,Male,3.9,vomiting,,,,3 days,No,Yes,Yes,Yes,Yes,No,Yes,No,No,40.0°C,195,Panleukopenia
Cat,Scottish Fold,9.3,Male,3.0,increased urination,lethargy,weakness,,92 days,No,No,No,No,No,No,No,Yes,No,38.3°C,151,Diabetes Mellitus
Cat,American Shorthair,6.7,Male,5.2,poor appetite,lethargy,,,63 days,No,No,Yes,Yes,Yes,No,No,No,No,38.7°C,123,Inflammatory Bowel Disease
Cat,Russian Blue,4.3,Female,3.7,drooling,,,,71 days,No,No,Yes,No,No,No,No,No,No,38.7°C,196,Dental Disease
Cat,Sphynx,1.4,Female,5.0,vomiting,fever,,,2 days,No,No,Yes,Yes,Yes,No,No,No,No,39.7°C,167,Gastroenteritis
Cat,Ragdoll,8.3,Female,6.2,lethargy,vomiting,,,103 days,No,No,Yes,No,No,No,No,No,No,38.7°C,134,Chronic Kidney Disease
Cat,Bengal,11.7,Female,5.2,sneezing,lethargy,,,9 days,No,Yes,Yes,No,No,Yes,No,No,No,40.1°C,195,Upper Respiratory Infection
Cat,Bengal,7.9,Male,4.4,increased urination,,,,338 days,No,No,No,No,Yes,No,No,No,No,38.8°C,196,Diabetes Mellitus
Cat,Russian Blue,7.3,Male,3.5,nasal discharge,,,,9 days,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,39.5°C,188,Upper Respiratory Infection
Cat,Birman,9.8,Female,6.0,fever,appetite loss,lethargy,,7 days,Yes,Yes,Yes,No,No,Yes,Yes,No,No,39.6°C,155,Upper Respiratory Infection
Cat,Sphynx,14.9,Female,3.9,increased thirst,lethargy,,,353 days,No,No,No,No,No,No,No,No,No,38.3°C,166,Diabetes Mellitus
Cat,Bengal,11.9,Male,5.3,drooling,weight loss,,,66 days,Yes,No,Yes,No,No,No,No,No,No,38.8°C,126,Dental Disease
Cat,Ragdoll,7.6,Male,6.7,nasal discharge,appetite loss,,,14 days,Yes,No,No,No,No,No,No,No,No,39.5°C,197,Upper Respiratory Infection
Cat,Ragdoll,11.1,Female,7.8,drooling,appetite loss,,,245 days,No,No,Yes,No,No,No,No,No,No,38.6°C,197,Dental Disease
Cat,Maine Coon,8.0,Female,7.9,frequent urination,,urinating outside box,,10 days,No,No,No,No,No,No,No,No,No,39.1°C,143,Feline Lower Urinary Tract Disease
Cat,Sphynx,3.2,Male,4.9,weight loss,lethargy,poor coat,,94 days,No,No,Yes,Yes,Yes,No,No,No,No,38.5°C,163,Inflammatory Bowel Disease
Cat,American Shorthair,5.6,Male,4.9,anemia,enlarged lymph nodes,,,202 days,No,Yes,No,No,No,No,No,No,No,39.0°C,131,Feline Leukemia Virus
